transaction_id,amount_usd,hour_of_day,account_age_days,transactions_last_hour,distance_from_home_km,is_anomaly,anomaly_score,flagged
tx103730,414.94,16,43.0,5,39.96,1,0.08324314869201799,1
tx100833,232.36,2,1.0,6,47.36,1,0.08157237867594336,1
tx104215,472.98,15,20.0,6,5.65,1,0.08134220661965685,1
tx104904,782.68,3,44.0,4,7.59,1,0.08127395600542275,1
tx100809,209.89,0,44.0,7,15.41,1,0.07872805948970041,1
tx100794,79.21,1,33.0,2,106.25,1,0.07623203013129609,1
tx104867,462.16,13,14.0,6,17.55,1,0.07577304567067222,1
tx104706,219.04,15,24.0,4,60.09,1,0.07557161860558925,1
tx101973,298.18,15,41.0,7,15.41,1,0.07328076070610656,1
tx100425,142.11,2,2.0,6,55.44,1,0.07274503970706259,1
tx101660,167.36,17,34.0,4,68.96,1,0.0718691117371163,1
tx104752,120.03,3,55.0,7,50.22,1,0.07125030085590778,1
tx101028,122.49,21,39.0,5,54.94,1,0.07124685637895456,1
tx103178,430.27,3,1.0,5,23.1,1,0.0701719142879561,1
tx103667,302.5,5,10.0,7,4.86,1,0.06939627822142835,1
tx100744,180.33,4,42.0,7,24.49,1,0.0662207057893257,1
tx103926,190.82,13,54.0,7,25.68,1,0.06530066154726633,1
tx100818,399.6,4,52.0,2,44.03,1,0.06333647451241886,1
tx104795,347.69,0,7.0,4,10.28,1,0.062232386390285055,1
tx103983,117.97,5,2.0,4,73.31,1,0.06182820407823586,1
tx103493,165.48,4,41.0,3,73.01,1,0.06007948105920968,1
tx102391,229.08,4,15.0,6,27.46,1,0.057576057687524385,1
tx101470,385.75,4,41.0,3,33.28,1,0.055104818494190355,1
tx100904,245.11,2,38.0,4,40.36,1,0.053853243539955464,1
tx104075,410.28,8,5.0,5,1.2,1,0.05311290836447624,1
tx104932,148.48,3,26.0,2,71.06,1,0.05266354428016384,1
tx103867,217.18,3,2.0,6,8.69,1,0.04311675602122289,1
tx103019,174.15,9,49.0,4,45.59,1,0.036781657192809125,1
tx100646,37.61,20,1993.0,3,42.56,0,0.03453623837673614,1
tx101158,163.0,22,48.0,5,2.49,1,0.03360513874600213,1
tx103585,293.56,17,20.0,3,16.33,1,0.03173462260479942,1
tx104232,160.74,1,1486.0,4,7.32,0,0.03143374621750583,1
tx103262,230.18,3,2.0,5,13.3,1,0.030838172191786195,1
tx102380,175.4,2,26.0,5,19.0,1,0.02596089965213988,1
tx104218,182.01,2,53.0,5,17.76,1,0.025597492621959095,1
tx103476,47.0,20,1951.0,3,25.59,0,0.010470134700338196,1
tx104487,184.76,21,1590.0,0,5.08,0,0.010081168169619459,1
tx100115,127.83,19,1981.0,3,0.4,0,0.010009812058876522,1
tx101892,218.88,2,49.0,3,9.48,1,0.006590072537154712,1
tx102031,133.71,20,1765.0,3,6.44,0,0.002168941843428751,1
tx102155,149.41,4,2.0,4,18.5,1,0.00027713277619922927,1
tx104627,7.06,4,331.0,0,36.76,0,-8.571116789646283e-06,0
tx101395,269.14,8,31.0,2,12.93,1,-0.0004427934931569011,0
tx104973,80.69,23,1458.0,4,2.86,0,-0.0034305392337338203,0
tx104656,9.29,12,121.0,4,34.1,0,-0.004427356017825623,0
tx101508,146.85,4,52.0,5,0.53,1,-0.004519905305790273,0
tx104663,55.23,0,827.0,3,21.58,0,-0.007361654097344794,0
tx101029,77.22,20,1886.0,4,5.06,0,-0.00799242933377442,0
tx104141,111.09,0,50.0,4,1.14,1,-0.008988271864714625,0
tx103187,166.41,23,958.0,1,5.33,0,-0.009912264901367429,0
tx100270,125.16,5,1401.0,4,5.48,0,-0.010340164732485002,0
tx100887,165.2,11,1937.0,0,5.89,0,-0.010532183043935661,0
tx100239,157.28,0,24.0,2,2.13,1,-0.011397092010887122,0
tx104095,43.88,1,1968.0,4,1.52,0,-0.015628995229781006,0
tx100965,135.97,1,1363.0,0,8.82,0,-0.01603403337391951,0
tx101245,238.04,14,1756.0,1,6.77,0,-0.016073884168436914,0
tx102996,68.06,17,514.0,3,41.44,0,-0.016386439612248727,0
tx101478,213.28,10,1730.0,0,4.54,0,-0.01656898158211728,0
tx103360,162.17,14,1844.0,2,0.52,0,-0.017737722778477627,0
tx103422,66.35,19,1930.0,4,2.91,0,-0.018539503523538836,0
tx101250,162.12,3,4.0,2,8.24,1,-0.019588904795670325,0
tx100062,58.59,18,874.0,6,1.21,0,-0.020462751062521378,0
tx104206,121.1,17,225.0,2,26.49,0,-0.020902810720544784,0
tx101997,72.26,1,725.0,4,13.83,0,-0.022088358517771356,0
tx104658,34.66,20,966.0,2,46.8,0,-0.02315175167543415,0
tx102002,142.39,0,513.0,0,8.2,0,-0.023605835904578543,0
tx103098,84.47,20,472.0,4,15.7,0,-0.024215982186489793,0
tx104493,12.18,23,1054.0,4,7.02,0,-0.024539330313938734,0
tx103483,187.86,15,265.0,3,0.12,0,-0.024546349812674007,0
tx103916,58.22,18,1938.0,0,20.65,0,-0.024828952827877337,0
tx103489,114.49,19,1980.0,0,1.68,0,-0.026635477807281482,0
tx102438,129.94,19,1991.0,1,5.88,0,-0.027834769435701956,0
tx101441,172.18,21,500.0,0,1.35,0,-0.028488394353913593,0
tx100986,145.6,14,1915.0,0,5.27,0,-0.028599581714240818,0
tx101510,27.48,0,1559.0,0,17.87,0,-0.028811972637930228,0
tx102464,17.44,4,1302.0,5,0.12,0,-0.029149158117871,0
tx101926,58.43,20,1506.0,1,34.95,0,-0.03008287417988953,0
tx104782,117.44,21,57.0,2,13.02,0,-0.03138562107060783,0
tx102157,21.27,1,1553.0,1,26.98,0,-0.03151393920885748,0
tx101485,77.71,8,1974.0,0,15.5,0,-0.03242698716504622,0
tx104212,37.01,18,1840.0,5,2.28,0,-0.032515934882513475,0
tx104898,13.72,15,1268.0,5,14.51,0,-0.03336230168703924,0
tx104581,96.24,14,1834.0,2,18.87,0,-0.03336477195738197,0
tx102322,17.57,1,422.0,0,21.12,0,-0.03381261897971599,0
tx103933,148.87,17,1015.0,3,0.68,0,-0.03450286887932685,0
tx103551,125.25,0,1224.0,2,4.73,0,-0.03476934640632301,0
tx101374,26.01,22,1876.0,3,13.42,0,-0.03510221854124296,0
tx102992,113.12,18,1581.0,0,13.3,0,-0.035202644927255666,0
tx102570,43.0,8,1935.0,3,17.01,0,-0.03521803376153976,0
tx104244,201.81,9,89.0,1,0.49,0,-0.03526231726464912,0
tx100314,36.39,14,1703.0,6,5.59,0,-0.035614103171418,0
tx100648,37.62,9,1008.0,6,0.18,0,-0.03583205942532963,0
tx104989,82.19,17,155.0,4,14.36,0,-0.036035637119212316,0
tx100025,51.27,21,471.0,1,36.67,0,-0.03666999910217705,0
tx101166,151.77,14,514.0,2,23.45,0,-0.03704996725791021,0
tx103313,51.68,16,1509.0,3,24.05,0,-0.037060777244962595,0
tx101427,19.38,21,1692.0,0,22.53,0,-0.03745216472459467,0
tx100321,128.18,16,886.0,1,22.37,0,-0.03764677558826601,0
tx100004,16.68,8,1925.0,0,21.54,0,-0.03820267634103902,0
tx102287,138.32,20,1586.0,0,2.31,0,-0.03832917782017309,0
tx104939,90.95,21,1571.0,0,14.27,0,-0.03919076759282614,0
tx104156,157.66,18,1439.0,1,11.33,0,-0.03931164085872718,0
tx104899,64.87,2,1375.0,3,15.0,0,-0.039366557007712744,0
tx102355,64.31,0,107.0,1,16.29,0,-0.04069004858901515,0
tx100939,81.7,12,36.0,4,15.13,1,-0.04082005672034006,0
tx104747,21.08,9,316.0,6,3.44,0,-0.041707436979523504,0
tx101931,23.97,6,1871.0,3,17.09,0,-0.04173404436898054,0
tx100458,10.58,0,1984.0,2,1.35,0,-0.041779924979402194,0
tx104672,130.9,9,1998.0,1,2.34,0,-0.041975079756330524,0
tx100785,32.08,0,954.0,4,0.34,0,-0.042073110846500006,0
tx104380,161.67,10,75.0,3,4.91,0,-0.04222778713572206,0
tx100617,88.11,23,1668.0,0,10.02,0,-0.042512478350505756,0
tx102358,11.01,19,1711.0,4,8.62,0,-0.042566897649221946,0
tx104476,154.28,8,1424.0,0,11.18,0,-0.04263564160988942,0
tx100864,144.88,13,1642.0,0,7.96,0,-0.04277076639709265,0
tx100105,171.24,8,238.0,1,12.77,0,-0.042883860902758086,0
tx102184,14.2,19,59.0,4,10.79,0,-0.04315573754647395,0
tx101672,14.45,10,52.0,3,25.2,0,-0.04337377211209348,0
tx103834,49.72,3,1640.0,0,17.0,0,-0.043556792595819904,0
tx100593,48.46,16,1799.0,1,33.75,0,-0.04378006117023059,0
tx102870,35.48,1,1909.0,2,14.63,0,-0.044585560078501674,0
tx100676,97.48,0,1296.0,0,4.06,0,-0.04464861494943384,0
tx102310,67.46,21,860.0,1,26.39,0,-0.044712523511041935,0
tx102233,26.96,22,1988.0,0,13.93,0,-0.04520448615493178,0
tx100636,20.21,20,1930.0,2,17.68,0,-0.04609572862291367,0
tx104676,155.04,18,1261.0,2,1.1,0,-0.046941730300093965,0
tx102676,54.22,1,1976.0,0,3.74,0,-0.04739400538587679,0
tx103146,119.08,16,1867.0,2,1.31,0,-0.0475339362459678,0
tx101317,22.24,23,840.0,4,4.34,0,-0.04761226898562043,0
tx101103,69.93,22,1926.0,2,0.16,0,-0.04863005268398091,0
tx102466,37.26,13,1405.0,6,2.28,0,-0.04901325463109929,0
tx104165,15.1,14,1179.0,2,47.44,0,-0.04935299484872213,0
tx103537,15.95,0,1970.0,0,4.22,0,-0.04995344514426725,0
tx102018,93.16,7,1847.0,3,1.41,0,-0.0500753677014828,0
tx100938,172.14,8,936.0,2,3.51,0,-0.05039423244098562,0
tx103125,31.96,9,872.0,5,12.18,0,-0.05056736528531369,0
tx103331,14.39,12,75.0,5,2.71,0,-0.05056964054114932,0
tx102058,17.28,2,1985.0,1,15.63,0,-0.050600240666756946,0
tx101270,136.89,20,798.0,0,8.68,0,-0.05065872391489601,0
tx101064,84.72,21,1763.0,0,11.75,0,-0.05082789585880587,0
tx104573,22.93,20,1771.0,4,5.98,0,-0.05085160562008628,0
tx101472,26.09,1,1701.0,1,18.14,0,-0.05088121337620244,0
tx100996,30.99,21,1744.0,0,19.98,0,-0.050957930454836986,0
tx103081,183.88,12,1027.0,0,1.79,0,-0.05109176116308145,0
tx100434,166.41,6,1036.0,1,1.21,0,-0.051343080186342926,0
tx101138,161.7,15,863.0,0,4.49,0,-0.05171171159085819,0
tx101784,5.71,9,1896.0,4,3.47,0,-0.051863723754059454,0
tx101318,109.42,7,1833.0,0,3.62,0,-0.05189889741452158,0
tx102141,18.98,6,1280.0,1,30.18,0,-0.051944329517126575,0
tx102574,80.37,21,1454.0,2,15.45,0,-0.0525813837101482,0
tx101023,46.05,23,114.0,3,1.48,0,-0.05314472880298682,0
tx100831,55.49,4,1986.0,2,8.5,0,-0.05317247716076445,0
tx103403,47.39,2,1660.0,4,1.89,0,-0.0532715401182452,0
tx102967,25.95,21,1415.0,1,27.3,0,-0.05362644242889769,0
tx103447,30.09,3,1831.0,0,14.82,0,-0.053886738657647926,0
tx104775,18.3,9,1974.0,0,18.45,0,-0.053920540369956305,0
tx103288,17.43,3,1669.0,0,15.98,0,-0.054010593770609905,0
tx100093,49.76,4,357.0,4,12.19,0,-0.05415000097134348,0
tx101564,26.33,23,1893.0,0,13.46,0,-0.05417744611576836,0
tx104936,19.39,9,1973.0,3,13.97,0,-0.05458994793919192,0
tx100326,20.51,2,1940.0,1,16.47,0,-0.0548828837432942,0
tx103052,162.0,9,402.0,3,2.63,0,-0.05489314202281581,0
tx104645,97.92,17,547.0,0,19.92,0,-0.05521260624531521,0
tx100229,49.72,12,74.0,5,2.81,0,-0.055279872671023966,0
tx100508,100.01,2,340.0,1,16.61,0,-0.05528596942380892,0
tx103033,117.8,13,1875.0,0,0.33,0,-0.05573661420800158,0
tx102101,37.35,0,49.0,0,4.9,0,-0.05580975930379717,0
tx104579,64.45,2,1420.0,3,9.52,0,-0.055843225863839274,0
tx102857,125.48,3,1259.0,2,3.39,0,-0.055947539843306804,0
tx102053,79.55,17,100.0,4,2.67,0,-0.05594934699187215,0
tx104847,191.16,12,421.0,2,3.75,0,-0.05595668540584464,0
tx102997,79.02,12,1908.0,0,15.61,0,-0.056023190779366905,0
tx101643,49.33,20,1661.0,1,22.79,0,-0.0560253096156097,0
tx102341,23.99,11,1700.0,5,1.04,0,-0.056043969516357706,0
tx100109,152.39,17,553.0,2,8.82,0,-0.05611308326750586,0
tx103955,63.16,11,1868.0,4,2.87,0,-0.056199279065226704,0
tx104896,30.42,10,925.0,3,32.43,0,-0.05640363823259875,0
tx103646,115.09,20,1496.0,1,0.0,0,-0.056521851394595424,0
tx103168,22.21,22,278.0,0,18.66,0,-0.05678011864823507,0
tx100758,106.92,20,1129.0,2,12.03,0,-0.057084657533402194,0
tx104382,20.95,16,1844.0,1,25.69,0,-0.057292184531723356,0
tx103387,22.39,19,760.0,2,30.55,0,-0.05747742142978518,0
tx101310,35.9,17,122.0,1,28.5,0,-0.0576337590973931,0
tx102417,13.37,1,1955.0,0,0.72,0,-0.0576702964689062,0
tx103682,37.12,18,1867.0,0,20.56,0,-0.05811107351186229,0
tx100868,111.22,17,1416.0,3,3.15,0,-0.058113190051092944,0
tx101407,29.02,15,1497.0,2,33.91,0,-0.058129808842744546,0
tx102945,23.88,4,1985.0,3,3.71,0,-0.05832582897118699,0
tx102112,86.55,13,1428.0,4,6.88,0,-0.05855834357534917,0
tx100166,32.0,20,545.0,5,0.6,0,-0.05874853762034804,0
tx100439,18.35,2,485.0,4,0.53,0,-0.05889116253492854,0
tx102835,78.77,4,1794.0,1,14.22,0,-0.05904939079229499,0
tx101532,90.17,14,1728.0,0,16.1,0,-0.05917352133279141,0
tx103733,48.03,8,1939.0,3,10.75,0,-0.059335290026832355,0
tx100055,14.08,17,720.0,0,26.59,0,-0.05935360207596729,0
tx101358,46.45,23,47.0,0,10.25,0,-0.059475557269937696,0
tx102185,130.03,20,935.0,0,4.93,0,-0.05965504226890639,0
tx100415,41.78,22,971.0,3,16.35,0,-0.05990392360077601,0
tx102370,63.13,21,1068.0,2,20.09,0,-0.0599191568554015,0
tx102239,53.78,22,1785.0,0,13.44,0,-0.06028151675363058,0
tx101488,17.57,21,1959.0,3,1.29,0,-0.06031331606338175,0
tx100877,24.48,13,1458.0,5,8.72,0,-0.06043362564505084,0
tx102605,61.11,22,1625.0,3,2.17,0,-0.061085452505015625,0
tx101274,123.45,20,1046.0,2,1.58,0,-0.06150429057114215,0
tx103036,132.04,11,1737.0,1,8.04,0,-0.06157295268029228,0
tx102525,54.49,0,1246.0,0,11.68,0,-0.06157816556508078,0
tx103289,21.11,0,1238.0,3,8.74,0,-0.06158436840101755,0
tx104013,62.98,9,593.0,4,13.5,0,-0.06159539523678281,0
tx100707,36.78,6,643.0,2,27.69,0,-0.061997444035151394,0
tx103492,11.07,22,1988.0,0,7.17,0,-0.062397963209032126,0
tx101089,112.89,9,1692.0,0,6.94,0,-0.0626060972458179,0
tx102234,65.84,1,1030.0,1,16.58,0,-0.06265280790330074,0
tx101879,44.21,23,1751.0,2,10.73,0,-0.06269627555207824,0
tx104006,72.01,16,1872.0,2,14.78,0,-0.06319849209379647,0
tx100806,100.28,22,1279.0,0,5.5,0,-0.06329170558380282,0
tx102810,25.48,4,1923.0,3,8.7,0,-0.06334049333072511,0
tx102633,30.11,0,40.0,2,1.02,0,-0.06336306482854592,0
tx104507,103.24,22,789.0,0,0.28,0,-0.0633774446516443,0
tx103461,11.28,4,469.0,4,5.71,0,-0.06349161266746628,0
tx102919,21.33,21,1870.0,0,16.58,0,-0.06359923326652284,0
tx103353,23.31,20,1988.0,3,0.88,0,-0.06376549865316627,0
tx101858,63.73,19,1719.0,1,19.37,0,-0.06394315491664004,0
tx101180,46.6,3,145.0,4,5.82,0,-0.06405769687674712,0
tx100306,35.13,19,1278.0,4,10.75,0,-0.06406954659279374,0
tx100424,17.02,17,613.0,3,21.76,0,-0.0645093414643777,0
tx104830,35.02,2,1549.0,4,2.97,0,-0.06480789722959146,0
tx104682,31.62,23,1889.0,2,7.96,0,-0.06485655598129414,0
tx100226,9.53,12,39.0,4,2.94,0,-0.06507593207119977,0
tx104247,30.36,21,1542.0,0,19.97,0,-0.0651432746601407,0
tx102687,18.3,20,1227.0,1,24.31,0,-0.06540015646058128,0
tx102177,26.63,1,1996.0,2,3.25,0,-0.0654067691833039,0
tx104667,22.36,2,1986.0,2,1.18,0,-0.0655975421602003,0
tx100566,24.96,21,1888.0,3,7.57,0,-0.06578903594992103,0
tx100154,44.41,16,920.0,5,5.0,0,-0.06582691648089556,0
tx103891,69.44,23,1504.0,2,7.52,0,-0.0658727074243235,0
tx100624,64.2,23,58.0,0,5.17,0,-0.06594904330644713,0
tx100814,31.85,1,37.0,3,3.42,0,-0.06595878118069398,0
tx104435,40.01,3,1987.0,1,12.2,0,-0.06607920508193843,0
tx103927,5.66,3,1586.0,3,0.04,0,-0.06610172746873788,0
tx100929,119.81,14,48.0,0,4.84,0,-0.06621286391980163,0
tx100002,18.25,12,1206.0,5,5.64,0,-0.06634383598152771,0
tx104613,96.6,10,227.0,1,22.11,0,-0.06653621794096776,0
tx100312,68.12,8,1607.0,4,3.61,0,-0.06726861408242102,0
tx101953,47.08,5,315.0,2,22.33,0,-0.06748661584486304,0
tx104087,75.69,2,1710.0,0,5.4,0,-0.0675556368138367,0
tx104710,84.28,21,1033.0,3,2.87,0,-0.06766170839794361,0
tx100311,100.81,16,1898.0,0,1.11,0,-0.06771761025408252,0
tx103788,14.1,21,78.0,1,17.19,0,-0.06793020163248753,0
tx103479,60.79,22,87.0,0,10.9,0,-0.068180483866501,0
tx101124,43.58,21,1376.0,2,18.57,0,-0.0682798289232538,0
tx100947,15.55,0,1196.0,0,11.59,0,-0.06832804852940255,0
tx103918,52.38,19,374.0,3,16.94,0,-0.06842324653002496,0
tx103324,115.02,10,1631.0,0,7.28,0,-0.06872739908137449,0
tx103549,65.69,20,525.0,4,2.23,0,-0.06895837366931623,0
tx102730,27.87,18,1227.0,1,28.82,0,-0.06940728230941373,0
tx100767,57.99,0,1595.0,2,0.4,0,-0.06954358059811505,0
tx101601,33.19,0,1841.0,0,1.69,0,-0.0696712296213684,0
tx104339,39.97,4,1549.0,4,0.35,0,-0.06967507613706392,0
tx100800,133.8,9,293.0,3,0.18,0,-0.06969574728198535,0
tx102491,66.78,11,1906.0,3,0.42,0,-0.06975137816613464,0
tx104882,116.81,18,1339.0,0,0.54,0,-0.06975378818490796,0
tx102623,20.01,11,1439.0,5,3.06,0,-0.0700993813965799,0
tx103896,47.1,2,1910.0,0,1.79,0,-0.07019412430895677,0
tx100185,46.31,0,1742.0,0,5.43,0,-0.07027361116339281,0
tx101791,43.32,1,182.0,2,13.27,0,-0.07041769857403268,0
tx103207,31.12,13,1560.0,0,25.25,0,-0.07059750910405072,0
tx103902,77.6,6,1899.0,2,0.51,0,-0.07078350163815395,0
tx100156,20.14,13,539.0,0,26.85,0,-0.0707844615626082,0
tx104255,59.11,23,1793.0,1,10.19,0,-0.07088838738016734,0
tx102396,135.71,11,874.0,2,10.27,0,-0.07095835077762047,0
tx102207,51.2,12,1670.0,0,20.11,0,-0.07098771769521495,0
tx104982,15.13,21,60.0,1,16.43,0,-0.07144522120552133,0
tx100402,26.53,9,1900.0,0,17.64,0,-0.0715019615690965,0
tx103078,131.83,8,1385.0,0,6.05,0,-0.07154196942665603,0
tx101438,29.09,4,1997.0,0,0.1,0,-0.07172448014135657,0
tx102104,41.05,3,1947.0,2,1.12,0,-0.0718935221432464,0
tx104388,12.53,19,1369.0,4,0.53,0,-0.07196208503947765,0
tx100497,18.3,19,509.0,4,0.38,0,-0.0720153825985147,0
tx100281,50.46,10,1720.0,0,19.39,0,-0.07207271457718034,0
tx104955,30.13,18,1793.0,0,19.94,0,-0.07219836290879567,0
tx100738,78.82,20,988.0,3,9.14,0,-0.07223614554583158,0
tx103347,33.19,21,837.0,1,24.73,0,-0.07228338836473547,0
tx103328,15.14,16,1997.0,2,15.85,0,-0.07233852168541366,0
tx100194,42.48,3,61.0,3,7.47,0,-0.07238171479705402,0
tx100072,92.4,18,1925.0,1,0.78,0,-0.07245717106781935,0
tx102973,50.76,6,1931.0,0,10.04,0,-0.07256012487205843,0
