trip_id,pickup_datetime,passenger_count,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,distance_mi,trip_duration
trip103386,2023-05-30 15:03:00,1,40.74894596683596,-73.94866511033693,40.76369110386341,-73.9732381871608,1.641,486
trip100811,2023-02-07 22:18:00,4,40.7239947651365,-73.99740076391198,40.74532482286834,-73.97146417727019,2.004,719
trip100305,2023-06-24 18:25:00,2,40.702619567018324,-73.97998784531603,40.708686642370424,-73.9835639470775,0.459,344
trip100014,2023-04-02 09:12:00,1,40.77103792040134,-73.97230700915156,40.73874492638727,-74.00655307157292,2.862,1318
trip102282,2023-07-21 10:10:00,1,40.7997223220031,-73.95199015289583,40.78582402260573,-74.02141016899535,3.756,1856
trip103071,2023-11-18 00:33:00,1,40.75934877689264,-73.9367479253827,40.74891603133584,-73.93160470547916,0.769,296
trip100538,2023-06-01 07:14:00,2,40.64225828627948,-74.02979621222046,40.653904515209334,-74.02244945345869,0.892,371
trip102653,2023-09-21 02:35:00,1,40.71279359025731,-74.02922312135838,40.68190817928346,-73.99044076800782,2.946,778
trip100008,2023-02-06 18:48:00,1,40.749243947912305,-74.01771086311916,40.79338428401735,-74.03,3.117,1332
trip100354,2023-12-28 09:30:00,2,40.798081220019505,-74.02622537685095,40.79091636840774,-74.03,0.533,355
trip101556,2023-10-09 17:11:00,1,40.71721252816332,-73.96891748588278,40.78209419352821,-73.94565108638537,4.645,1890
trip100486,2023-11-02 06:28:00,1,40.714923292147354,-73.9037805191657,40.67156803389246,-73.93015647144726,3.299,744
trip100842,2023-12-11 16:56:00,1,40.828916096201546,-74.03,40.83694918463185,-74.03,0.555,264
trip100534,2023-05-22 20:21:00,4,40.67954084175188,-73.98034768264976,40.67836360163744,-73.98295609477134,0.159,49
trip101743,2023-07-27 20:59:00,1,40.69096885754003,-73.95058427810349,40.68359198588869,-73.95625364587016,0.59,212
trip102250,2023-09-16 19:35:00,1,40.70335381113087,-73.99204321792033,40.70364117967207,-73.99199541744541,0.02,205
trip101588,2023-08-08 07:10:00,4,40.7056752282524,-73.98843296494069,40.75746867183833,-73.91939550471017,5.086,2877
trip102868,2023-01-15 16:02:00,1,40.75290653456244,-74.03,40.7556528965254,-74.03,0.19,146
trip101940,2023-03-17 09:45:00,3,40.692642171909306,-74.03,40.66943560553088,-74.03,1.603,897
trip102347,2023-02-09 06:05:00,1,40.718870361564896,-73.99057182427117,40.69770444564874,-74.03,2.53,741
trip100879,2023-12-04 17:56:00,1,40.74874078945614,-74.02945160545158,40.75868050716542,-74.03,0.687,432
trip102465,2023-11-20 23:47:00,4,40.71516613517581,-74.03,40.68711214375936,-74.027542121038,1.943,519
trip102149,2023-02-08 17:27:00,1,40.75573131140454,-73.92208084830239,40.761884367909,-73.93087555080565,0.627,305
trip102069,2023-11-18 01:55:00,2,40.741179806596975,-74.02334994317113,40.66085218577456,-74.02964754797323,5.56,1344
trip101047,2023-02-28 11:12:00,4,40.77441675084814,-74.02721835761612,40.777228267821855,-74.01507118701393,0.665,237
trip102063,2023-08-02 11:26:00,1,40.76708594112763,-73.9575439829677,40.77122099170343,-73.95995424999975,0.312,145
trip101003,2023-09-18 01:47:00,2,40.77852596699802,-73.96071826821048,40.79031184014095,-73.93415502160782,1.611,519
trip101417,2023-07-17 18:08:00,3,40.79479706273254,-73.9368669935799,40.72616289036562,-74.0014271890034,5.823,2567
trip102037,2023-08-01 21:58:00,4,40.794844969802426,-73.9555286738437,40.78963517612104,-73.93012588169167,1.377,573
trip100179,2023-07-13 05:40:00,1,40.76286217628211,-74.01535546627204,40.74851665019757,-74.03,1.253,463
trip103566,2023-09-03 23:21:00,2,40.78228068059239,-74.00931727871337,40.77035662377288,-74.02047619173813,1.01,355
trip103337,2023-04-14 12:38:00,1,40.771959611686206,-74.02603274676814,40.72228111536051,-73.95360698277123,5.114,1412
trip103135,2023-12-18 12:24:00,3,40.6993781790204,-73.86715238465219,40.692059268394516,-73.87095136423626,0.543,255
trip103180,2023-01-01 09:47:00,1,40.70558251804584,-73.98856003132454,40.68026256808875,-73.9810138448364,1.794,889
trip103181,2023-06-02 08:51:00,3,40.682588210107404,-73.96478523353223,40.68012077355408,-73.95969946353783,0.316,305
trip102850,2023-04-19 00:20:00,2,40.74301913697104,-73.92463836939542,40.72353287740253,-73.90006425617587,1.862,529
trip103678,2023-05-06 12:36:00,1,40.71908780702503,-73.99812986807291,40.73947514341846,-73.96296254007065,2.318,607
trip101467,2023-05-28 05:13:00,1,40.68878837351698,-73.91354361159608,40.69262695197904,-73.91384264628155,0.266,223
trip102206,2023-05-08 11:46:00,2,40.72947297117481,-73.91651567155596,40.7296675110205,-73.9162340421948,0.02,32
trip103244,2023-01-19 19:50:00,3,40.771830515149134,-74.03,40.77192482753517,-74.02475041650794,0.275,316
trip100314,2023-04-17 21:43:00,2,40.78725946795587,-73.98129052294537,40.78825538246289,-73.99670617307765,0.809,304
trip100032,2023-08-19 04:55:00,1,40.72694907719178,-73.95357340522149,40.7377992466434,-73.9527713815472,0.751,411
trip101938,2023-09-20 18:08:00,2,40.71952266171958,-73.96895902731424,40.72923362670054,-73.95049626445241,1.177,693
trip101228,2023-08-23 18:18:00,2,40.77517931667773,-73.96347850304012,40.77439547997311,-73.95966039258846,0.207,264
trip100818,2023-06-01 08:40:00,3,40.762294181028345,-73.9538719821249,40.693540102105075,-73.95380667350793,4.751,1628
trip103621,2023-03-05 23:07:00,1,40.721759024145506,-73.99199652136356,40.72277437043997,-73.97811998213938,0.73,357
trip102872,2023-01-19 17:25:00,3,40.70168729218881,-73.98905112800287,40.70269043255806,-73.98755593282846,0.105,65
trip101499,2023-05-30 01:29:00,1,40.696833441943205,-74.01458456054061,40.70837007678775,-73.99766777074885,1.192,548
trip100033,2023-09-04 12:35:00,3,40.713380227228846,-73.95322713938205,40.708177369706696,-73.94353600579943,0.622,340
trip101362,2023-12-13 09:18:00,2,40.672005590355596,-73.89343677508099,40.69534722182875,-73.90504397260989,1.724,728
trip103897,2023-05-20 18:53:00,1,40.83059043570548,-73.94417772221311,40.82889399789084,-73.96262788436586,0.972,476
trip103404,2023-01-05 21:14:00,1,40.681793863531894,-73.85379918782688,40.68122672675163,-73.84149483240522,0.646,204
trip100798,2023-09-05 02:51:00,1,40.796162657929834,-74.0001358637193,40.789571798119674,-73.98579528280686,0.878,475
trip102804,2023-04-02 01:46:00,1,40.711501309619116,-73.94980444077551,40.72421753799646,-73.97321371365113,1.508,661
trip101770,2023-05-26 13:04:00,3,40.7296876997066,-73.92582980311386,40.731897870585854,-73.92820515115287,0.197,111
trip103952,2023-08-23 12:15:00,2,40.747021331529005,-73.98100229753855,40.733925158047384,-73.94997301875898,1.859,642
trip100889,2023-02-24 05:02:00,4,40.67332032118253,-73.92692979856264,40.67038049204554,-73.92534774116463,0.219,161
trip103467,2023-11-12 20:39:00,2,40.66468066603843,-73.94221305285481,40.663231554574736,-73.93846202497816,0.221,234
trip102759,2023-10-27 19:56:00,1,40.78923889748736,-73.91040248651564,40.80721525625244,-73.91857326439772,1.314,1164
trip102238,2023-10-28 14:51:00,2,40.70938720721005,-74.02665270810415,40.70212173322223,-74.02514044933022,0.508,184
trip101018,2023-08-07 15:35:00,1,40.734842561456176,-74.03,40.73823682029261,-74.02127638356694,0.513,306
trip100211,2023-10-03 21:37:00,2,40.69031232770172,-73.9664723336956,40.77448857717807,-73.98845539929371,5.929,1641
trip101805,2023-07-19 04:03:00,1,40.663558783334715,-73.99697560533434,40.647282471078846,-73.98261701903309,1.353,445
trip102987,2023-06-12 20:20:00,3,40.821370172393195,-73.94668720498562,40.83462405160233,-73.95829576599064,1.099,391
trip102548,2023-09-07 18:08:00,1,40.671926076307955,-74.03,40.66457762284505,-74.03,0.508,275
trip101448,2023-12-13 05:47:00,3,40.736204547042085,-73.92168212902722,40.73600447860553,-73.92306647740962,0.074,64
trip102337,2023-01-27 12:04:00,1,40.787553649631604,-74.03,40.77550015147951,-74.02687037347297,0.849,324
trip102377,2023-05-07 18:25:00,3,40.71854401661032,-73.94917704495053,40.69662911729931,-73.98440846633855,2.387,1047
trip100495,2023-09-14 23:08:00,1,40.792099620645935,-74.03,40.79606145432321,-74.02849629090245,0.285,165
trip100325,2023-12-26 02:47:00,1,40.78288486110124,-73.99991128242826,40.78976210132214,-73.99373189232844,0.575,165
trip100761,2023-06-05 12:54:00,2,40.77859170142876,-73.8514137116041,40.779271168257516,-73.85195117400188,0.055,120
trip100985,2023-02-28 10:03:00,1,40.77843916676926,-73.96112262274606,40.7727167728715,-73.97260097161787,0.719,553
trip101105,2023-01-22 18:56:00,1,40.781532542058684,-74.01674446317885,40.77669711408052,-73.99746880875313,1.062,636
trip100693,2023-11-29 11:27:00,2,40.64867002192214,-74.01344041833995,40.6496175394124,-74.01456556307454,0.088,439
trip103956,2023-08-23 02:03:00,4,40.71580594335948,-73.98628244543096,40.71328602294707,-73.98532459309739,0.181,301
trip100166,2023-07-17 12:40:00,4,40.79192078557934,-74.03,40.79878319291597,-74.03,0.474,203
trip103205,2023-12-01 16:05:00,2,40.73457199061906,-74.01667361879997,40.73400360446824,-74.01477951427513,0.107,166
trip101760,2023-08-27 10:34:00,1,40.69707098575105,-73.87149401821623,40.69801781979505,-73.87203717862539,0.071,123
trip102014,2023-07-18 20:05:00,1,40.82155984625298,-74.01904306336021,40.82327000495864,-74.02253567637274,0.218,184
trip101116,2023-04-22 16:09:00,4,40.80101562154405,-73.94385085993692,40.80562776841663,-73.93790181878109,0.445,471
trip101338,2023-10-20 11:51:00,4,40.86,-73.96582647207818,40.86,-73.98295836645532,0.895,280
trip101237,2023-12-23 21:01:00,2,40.77567416662623,-73.96488694472013,40.76801296605079,-73.96271237618754,0.541,186
trip100816,2023-02-07 21:50:00,4,40.731910333894184,-73.89536056618465,40.73336489866816,-73.86237841384991,1.73,494
trip101871,2023-08-15 14:14:00,2,40.72471870554135,-73.86984887608833,40.73276928268978,-73.86667328073128,0.581,298
trip101370,2023-04-26 00:14:00,4,40.68183603508929,-73.94624094937743,40.689945547455245,-73.9507903488339,0.609,206
trip100043,2023-06-07 23:16:00,2,40.760447259538005,-74.03,40.751781275111064,-74.03,0.599,181
trip101650,2023-10-23 07:40:00,3,40.7272028786813,-73.96229628876688,40.69023488841509,-73.94530980369476,2.705,871
trip100229,2023-05-19 06:56:00,1,40.73706774873029,-73.93927866665878,40.73696594768335,-73.939036664503,0.014,95
trip103579,2023-03-26 13:54:00,2,40.68981053380182,-73.98088470841883,40.63027578923235,-73.95191537591954,4.385,1086
trip103365,2023-06-04 21:30:00,2,40.69231669385221,-73.97644050807544,40.69489464347662,-73.97213913426974,0.287,120
trip102170,2023-12-20 13:54:00,2,40.711713116992776,-73.92032419184835,40.70180607139231,-73.92837812885656,0.804,334
trip102402,2023-11-03 13:58:00,1,40.762652792453956,-73.97891651670822,40.79435093128102,-73.94157806378963,2.935,883
trip101612,2023-03-17 10:10:00,2,40.748083962053,-74.0107384023244,40.77148587866025,-74.02304350564624,1.74,819
trip101057,2023-08-17 03:45:00,2,40.768502736310715,-73.99754124801393,40.77997942238743,-73.9954641863148,0.8,317
trip100184,2023-04-27 01:01:00,1,40.769294039730774,-73.98130237795417,40.7634909826874,-73.98392546189092,0.424,223
trip101128,2023-04-06 14:14:00,2,40.73902467504202,-73.96814586322566,40.73637407480335,-73.98014325221914,0.654,253
trip103138,2023-10-10 14:05:00,4,40.77418452344023,-73.83177656512343,40.77465353667275,-73.83045211592146,0.077,124
trip103539,2023-05-30 01:26:00,1,40.71336235081063,-73.98881566087469,40.70341039169499,-73.99570855034696,0.777,283
trip102407,2023-06-03 16:43:00,2,40.73404356037369,-73.99120656176747,40.734464055128775,-73.9908459753415,0.035,175
trip103949,2023-03-13 09:32:00,1,40.7481957289553,-73.92250051363838,40.75393186060651,-73.92333697954876,0.399,275
trip101429,2023-09-26 04:17:00,3,40.78354745079363,-73.87706474997061,40.86,-73.89838797316365,5.399,1675
trip101392,2023-09-27 22:19:00,1,40.725584898094965,-74.03,40.734409744131575,-74.03,0.61,177
trip103379,2023-01-25 08:20:00,1,40.737485666815545,-73.99154365008042,40.7303627403069,-73.99820935170104,0.603,242
trip100017,2023-10-12 09:07:00,4,40.7068502829627,-73.9364602312804,40.708065579215706,-73.93482556290564,0.12,114
trip102045,2023-06-16 02:09:00,1,40.70525492011772,-73.98268857805323,40.703254691890294,-73.9843660372599,0.164,144
trip102571,2023-01-13 20:33:00,1,40.77879712746103,-73.92365525589712,40.78698286969567,-73.90341505917905,1.2,647
trip103723,2023-05-13 05:10:00,1,40.79100526023358,-74.03,40.77094375889808,-74.00213653916796,2.012,505
trip102378,2023-02-07 01:54:00,3,40.7519183960997,-73.96544366624285,40.75318488868764,-73.95346338862922,0.633,484
trip103200,2023-12-01 21:28:00,1,40.72418486391137,-73.9418968690114,40.709618725429905,-73.94954497922501,1.083,292
trip102822,2023-02-28 22:46:00,4,40.78041904851131,-73.87444201324676,40.77628215832958,-73.85769371408291,0.922,452
trip101041,2023-03-01 23:34:00,2,40.79382523576978,-74.0170934643698,40.80316700467381,-74.03,0.934,264
trip102586,2023-10-05 04:53:00,1,40.75372231908384,-73.94199431131277,40.76256443228839,-73.95537809284505,0.929,406
trip102147,2023-10-20 16:53:00,3,40.79214562101355,-74.01048791025963,40.79848098710423,-74.00535493379265,0.514,362
trip101578,2023-11-19 16:41:00,2,40.65036156830306,-74.01805977576267,40.65035376012804,-74.01819985011511,0.007,121
trip102857,2023-04-03 07:02:00,4,40.755677433839395,-73.90581413746618,40.742627195838416,-73.90232787244221,0.92,404
trip102164,2023-08-03 12:02:00,3,40.77722470190555,-73.90735892575313,40.777686895240244,-73.90666302196647,0.048,209
trip102194,2023-12-12 20:49:00,3,40.75778532128435,-74.00050762548783,40.755121701543004,-74.00336501105734,0.237,126
trip101061,2023-05-24 14:46:00,2,40.815432258165586,-73.94391918405448,40.83539649556634,-73.94368295640591,1.379,462
trip102470,2023-09-14 02:30:00,1,40.72925381737386,-73.94799824293796,40.676951881448254,-73.98612181593948,4.129,1255
trip101833,2023-08-10 01:50:00,3,40.7686577328262,-74.01650833506541,40.76077705438136,-74.01703446031735,0.545,278
trip103540,2023-07-08 15:05:00,1,40.757967220637944,-74.02386520839819,40.76197898428822,-74.01808015683356,0.41,326
trip103551,2023-05-20 22:10:00,1,40.6966891910352,-73.9491750867255,40.688744759789685,-73.93838319597783,0.788,238
trip103816,2023-09-02 10:10:00,1,40.74717369745852,-73.95080601159523,40.75567273728779,-73.95837250845436,0.708,393
trip102602,2023-08-22 09:35:00,1,40.746047394462835,-73.95112302079438,40.74421545575569,-73.95040559059854,0.132,177
trip102823,2023-02-14 16:18:00,2,40.70359590692022,-73.93233966029064,40.77560074327238,-73.96163012005204,5.206,2897
trip101582,2023-08-02 01:44:00,1,40.77475911232119,-73.91240481834025,40.79985305099634,-73.98874261068813,4.354,1545
trip102024,2023-04-18 23:51:00,4,40.68999365565696,-74.03,40.686534335780344,-74.02704560487267,0.285,135
trip102370,2023-11-27 20:32:00,1,40.70047024310946,-73.95189532083502,40.68706881701709,-73.95618558862255,0.953,262
trip100990,2023-08-11 19:23:00,1,40.78917500242389,-74.03,40.803812915326795,-74.03,1.011,533
trip102428,2023-02-04 12:41:00,1,40.749242347431995,-73.92410376216176,40.714190177468,-73.88684787222608,3.11,1172
trip101260,2023-10-23 23:43:00,1,40.79497013496135,-73.95645602487286,40.79307346152915,-73.94775524565536,0.474,232
trip103596,2023-01-01 11:27:00,1,40.73076004834017,-73.98061894708242,40.722877856446246,-73.98106089045669,0.545,240
trip102303,2023-09-29 09:44:00,2,40.73043852368246,-74.02858095241518,40.72992571844029,-74.02870403369081,0.036,60
trip103115,2023-07-16 06:31:00,1,40.783696624869215,-73.98516355677,40.810393422082875,-73.99630811544786,1.935,611
trip103906,2023-10-16 09:31:00,2,40.6782306131193,-73.95412986369388,40.63,-73.9029238230679,4.279,1814
trip101536,2023-12-24 09:48:00,2,40.783715031724036,-74.0202427359847,40.77813390800432,-74.01711668072053,0.419,290
trip103159,2023-10-10 04:02:00,2,40.71858003431203,-74.03,40.72845038041422,-74.01652494219556,0.981,392
trip101717,2023-01-28 15:16:00,2,40.7262208240998,-74.00081622663255,40.72173961516982,-74.00157948851665,0.312,322
trip102357,2023-07-27 07:26:00,4,40.764579561532244,-73.94695994254383,40.738640791255435,-73.88684216908368,3.621,2060
trip103323,2023-01-10 20:46:00,3,40.78504733727045,-73.94263210129016,40.77371406832576,-73.95734159015251,1.098,310
trip101436,2023-08-04 05:30:00,1,40.730200553296164,-74.00651718865788,40.72445270462438,-74.03,1.292,464
trip101204,2023-09-14 00:16:00,1,40.72072463708175,-74.03,40.71814285362278,-74.03,0.178,263
trip100093,2023-08-23 11:48:00,1,40.74641268050921,-74.03,40.74617010869707,-74.03,0.017,197
trip100809,2023-10-25 19:22:00,2,40.759775403766476,-73.98296114944826,40.771640634375366,-73.96972694259924,1.073,422
trip102876,2023-08-09 07:16:00,1,40.690501181526066,-74.01941279793104,40.6997914151513,-74.02822124345259,0.791,440
trip103066,2023-06-02 09:59:00,2,40.761542139029956,-73.93788258114144,40.77322066942235,-73.93830996114771,0.807,557
trip101402,2023-01-05 12:31:00,4,40.74081687182282,-74.03,40.72406034278767,-74.03,1.158,417
trip102389,2023-10-29 15:10:00,2,40.74797521565606,-73.96103471667502,40.74213239825513,-73.96478981675278,0.449,189
trip103891,2023-01-29 01:51:00,3,40.68639172043563,-74.0015856439517,40.63,-74.03,4.171,1312
trip100023,2023-02-10 18:33:00,1,40.7430461733069,-74.03,40.73575851303137,-74.01638000247164,0.873,265
trip103730,2023-12-13 20:15:00,1,40.716891160438735,-73.99317020820084,40.70337897840476,-73.93977553899538,2.948,901
trip102570,2023-05-28 21:10:00,4,40.852284632169074,-74.01173360440183,40.84843378398901,-74.00790689289097,0.333,197
trip102727,2023-10-20 12:33:00,1,40.74237021779348,-73.98961143560474,40.741988466384235,-73.993133698454,0.186,181
trip102589,2023-03-16 13:44:00,2,40.77808829226113,-73.97830246964931,40.7883481597569,-73.92605551517515,2.824,800
trip100605,2023-07-17 18:22:00,1,40.77435092248621,-73.971466177544,40.75220497298377,-74.03,3.424,1511
trip102780,2023-05-16 04:25:00,2,40.81770280233651,-73.92803016101735,40.81593485210598,-73.92928598886053,0.139,105
trip103763,2023-11-01 21:43:00,4,40.776564425784386,-73.95843941019166,40.76656177109776,-73.965985304585,0.796,249
trip101293,2023-12-20 14:54:00,1,40.654186094986,-73.87076375800481,40.65431886350668,-73.86838765632211,0.125,108
trip100298,2023-10-20 14:37:00,1,40.67094751978846,-73.9045093747556,40.67079432272631,-73.904772112377,0.017,62
trip100315,2023-07-26 15:57:00,2,40.73665430709094,-73.9823675441875,40.72952408254755,-73.99765893295483,0.94,341
trip101320,2023-07-16 16:54:00,4,40.715777101836785,-73.94873901649213,40.71443632260405,-73.94835311806945,0.095,151
trip102066,2023-03-28 20:01:00,3,40.79340478070077,-73.9510203294661,40.81396863113229,-73.98925679714003,2.453,532
trip101532,2023-06-10 17:52:00,2,40.794166588718866,-73.9819552785529,40.81474029928017,-73.99110613286838,1.5,670
