transaction_id,item
259,sugar
259,parmesan
259,beer
260,pasta
260,milk
260,chips
260,eggs
260,salsa
260,cereal
261,butter
261,milk
261,chips
261,salsa
261,beer
261,apples
262,parmesan
262,pasta
262,butter
262,tomato_sauce
262,bread
262,cereal
263,tomato_sauce
263,parmesan
263,apples
264,chips
264,eggs
264,chicken
264,salsa
265,chips
265,eggs
265,milk
265,salsa
266,chips
266,bread
266,salsa
266,butter
267,rice
267,cheese
267,wipes
267,tomato_sauce
267,diapers
267,bananas
267,eggs
267,soda
267,parmesan
268,bananas
268,butter
268,coffee
268,apples
269,milk
269,apples
269,cereal
269,cheese
270,bread
271,milk
271,apples
272,milk
272,apples
273,chips
273,apples
273,pasta
274,chips
274,coffee
274,cheese
274,yogurt
275,butter
275,bread
276,rice
276,soda
277,bananas
277,chips
277,salsa
277,parmesan
277,apples
278,chicken
278,pasta
278,tomato_sauce
278,parmesan
278,beer
279,tomato_sauce
279,apples
279,soda
280,butter
281,rice
281,chicken
281,tomato_sauce
281,butter
281,milk
281,bananas
281,eggs
281,bread
281,cereal
281,apples
282,cheese
282,tomato_sauce
282,butter
282,milk
282,chips
282,sugar
282,bread
282,apples
283,sugar
283,chips
283,milk
283,coffee
284,bananas
284,rice
284,yogurt
285,wipes
285,cereal
286,rice
286,chicken
286,butter
286,eggs
286,chips
286,salsa
286,bread
287,parmesan
287,pasta
287,tomato_sauce
287,chips
287,soda
287,salsa
287,cereal
288,salsa
288,milk
289,soda
290,bananas
290,bread
290,milk
290,rice
291,parmesan
291,tomato_sauce
291,milk
291,yogurt
292,butter
292,tomato_sauce
292,milk
292,bananas
292,apples
293,coffee
293,soda
294,cheese
294,butter
294,milk
294,chips
294,eggs
295,bread
296,butter
296,milk
296,tomato_sauce
297,tomato_sauce
297,parmesan
297,cheese
298,chips
298,salsa
298,cheese
298,yogurt
299,coffee
299,cheese
299,wipes
299,butter
299,milk
299,bananas
299,chips
299,apples
300,butter
300,milk
300,eggs
300,bread
300,yogurt
301,butter
301,eggs
301,chips
301,salsa
301,bread
301,beer
302,butter
303,cheese
303,butter
303,milk
303,chips
303,bread
303,apples
304,chicken
305,coffee
306,butter
306,tomato_sauce
306,chips
306,salsa
306,bread
306,apples
307,rice
307,milk
307,sugar
307,soda
308,coffee
308,wipes
308,milk
308,diapers
308,eggs
308,beer
309,tomato_sauce
309,apples
310,chicken
310,milk
310,bananas
310,bread
310,beer
310,apples
311,rice
311,wipes
311,butter
311,milk
311,diapers
311,chips
311,salsa
311,bread
311,beer
311,apples
312,salsa
312,milk
312,soda
313,pasta
313,tomato_sauce
313,eggs
313,soda
313,parmesan
314,butter
314,milk
314,bananas
314,chips
314,salsa
314,soda
314,bread
314,cereal
315,cheese
315,butter
315,soda
315,bread
315,yogurt
316,pasta
316,tomato_sauce
316,butter
316,salsa
316,bread
317,cheese
317,tomato_sauce
317,salsa
317,parmesan
317,yogurt
318,wipes
318,diapers
318,bananas
318,chips
318,sugar
318,salsa
319,wipes
319,tomato_sauce
319,rice
319,beer
320,wipes
320,bananas
320,apples
321,wipes
321,butter
321,milk
321,diapers
321,chips
321,salsa
321,soda
321,bread
321,beer
322,milk
322,bread
322,cereal
323,butter
323,cheese
323,yogurt
324,coffee
325,cheese
325,milk
325,diapers
325,salsa
325,cereal
325,beer
325,yogurt
326,eggs
326,milk
326,diapers
327,milk
327,cereal
328,butter
328,bread
328,soda
329,butter
329,bread
329,milk
329,beer
330,chicken
330,rice
330,milk
331,coffee
331,pasta
331,bananas
331,sugar
331,salsa
332,bananas
332,apples
333,cheese
333,yogurt
334,tomato_sauce
334,milk
334,bread
334,cereal
334,yogurt
335,chicken
335,wipes
335,tomato_sauce
335,diapers
335,parmesan
335,apples
336,chicken
336,cheese
336,tomato_sauce
336,salsa
336,parmesan
337,parmesan
338,eggs
338,milk
338,beer
338,yogurt
339,apples
339,bread
339,soda
340,eggs
340,butter
340,bread
340,yogurt
341,chips
341,milk
341,sugar
341,cheese
342,butter
342,rice
342,milk
343,eggs
343,yogurt
344,apples
344,soda
345,parmesan
345,coffee
345,tomato_sauce
345,eggs
345,soda
345,cereal
345,yogurt
346,butter
346,milk
346,apples
347,wipes
348,butter
349,sugar
349,cheese
350,butter
350,bread
350,soda
351,butter
351,bread
351,chicken
351,coffee
352,rice
352,chips
352,salsa
352,bread
352,beer
352,yogurt
353,rice
353,soda
354,chicken
354,bread
354,sugar
354,soda
355,wipes
355,eggs
355,sugar
356,butter
356,milk
356,bananas
356,chips
356,eggs
356,salsa
356,cereal
357,butter
357,eggs
358,chips
358,parmesan
358,salsa
358,cheese
359,bananas
359,bread
359,sugar
360,rice
360,chicken
360,milk
360,chips
360,yogurt
361,chips
361,eggs
361,milk
362,butter
362,tomato_sauce
362,milk
362,bananas
362,soda
363,cheese
363,butter
363,eggs
363,chips
363,salsa
363,bread
364,rice
364,coffee
364,cheese
364,wipes
364,bananas
364,sugar
365,apples
366,rice
366,chicken
366,wipes
366,milk
366,diapers
366,cereal
367,rice
367,milk
367,bananas
367,beer
367,apples
368,wipes
368,milk
368,diapers
368,eggs
368,cereal
368,beer
368,apples
369,milk
370,coffee
370,milk
370,bananas
370,sugar
370,soda
370,apples
371,rice
371,chicken
371,coffee
371,milk
371,chips
371,sugar
371,salsa
372,wipes
372,milk
372,diapers
372,chips
372,soda
372,salsa
372,beer
372,apples
372,yogurt
373,rice
373,chicken
373,chips
373,soda
373,salsa
374,wipes
374,eggs
374,coffee
375,rice
375,butter
375,milk
375,bread
375,cereal
375,apples
376,milk
377,coffee
377,cheese
377,milk
377,chips
377,beer
378,tomato_sauce
378,milk
378,pasta
379,rice
379,coffee
379,tomato_sauce
379,butter
379,sugar
379,bread
379,parmesan
379,beer
380,bananas
380,bread
380,apples
381,parmesan
381,pasta
381,tomato_sauce
381,bananas
381,cereal
381,apples
382,wipes
382,milk
382,diapers
383,chicken
383,cheese
383,butter
383,milk
383,eggs
383,parmesan
383,apples
384,tomato_sauce
384,beer
384,soda
384,pasta
385,rice
385,chicken
385,wipes
385,diapers
385,beer
386,eggs
386,parmesan
386,soda
387,rice
387,chicken
387,pasta
387,butter
387,bananas
387,bread
387,apples
388,bananas
388,cheese
389,apples
389,yogurt
390,wipes
390,butter
390,chips
391,parmesan
391,butter
391,milk
391,coffee
392,bananas
392,bread
392,milk
393,wipes
393,butter
393,rice
394,milk
394,cereal
394,beer
394,yogurt
395,milk
396,tomato_sauce
396,salsa
396,bread
396,parmesan
396,apples
396,yogurt
397,rice
397,chicken
397,milk
397,diapers
397,bread
397,beer
397,yogurt
398,rice
398,chicken
398,wipes
398,milk
398,soda
398,salsa
399,salsa
399,cereal
400,coffee
400,bread
400,chips
400,sugar
400,salsa
401,milk
401,eggs
401,cereal
402,bananas
402,salsa
402,soda
403,eggs
403,butter
403,bread
403,apples
404,coffee
404,cheese
404,pasta
404,tomato_sauce
404,milk
404,sugar
405,coffee
405,pasta
405,tomato_sauce
405,milk
405,sugar
406,chicken
406,coffee
406,tomato_sauce
406,butter
406,milk
406,bread
406,cereal
407,bananas
407,chips
407,chicken
407,salsa
408,rice
408,chicken
408,coffee
408,cheese
408,wipes
408,diapers
408,bananas
408,eggs
408,sugar
408,parmesan
409,salsa
409,coffee
409,yogurt
410,wipes
410,diapers
410,salsa
410,beer
410,apples
411,bananas
411,milk
411,apples
411,yogurt
412,wipes
412,cheese
413,wipes
413,butter
413,diapers
413,bananas
413,chips
413,sugar
413,salsa
413,bread
413,beer
413,apples
414,coffee
414,tomato_sauce
414,milk
414,eggs
414,cereal
415,butter
415,chips
415,salsa
415,bread
415,beer
416,apples
416,wipes
416,eggs
416,soda
417,rice
417,chicken
417,cheese
417,bananas
417,eggs
417,apples
418,cheese
418,butter
418,milk
418,chips
418,sugar
418,salsa
418,bread
418,apples
419,milk
419,bananas
419,salsa
419,cereal
419,apples
420,chicken
420,coffee
420,butter
420,milk
420,bananas
420,sugar
420,salsa
420,bread
420,apples
421,eggs
421,rice
421,pasta
422,chicken
422,milk
423,parmesan
423,pasta
423,wipes
423,butter
423,tomato_sauce
423,diapers
423,bread
423,cereal
423,yogurt
424,bread
424,beer
424,cheese
425,pasta
425,butter
425,salsa
425,bread
425,cereal
426,cereal
426,tomato_sauce
426,milk
426,yogurt
427,cheese
427,pasta
427,tomato_sauce
427,butter
427,milk
428,rice
428,chicken
428,tomato_sauce
428,parmesan
428,yogurt
429,chips
429,chicken
429,coffee
429,rice
430,pasta
430,tomato_sauce
430,chips
430,bread
430,parmesan
430,beer
431,chicken
431,coffee
431,pasta
431,bananas
431,chips
431,sugar
431,salsa
432,coffee
432,cheese
432,wipes
432,sugar
432,soda
432,bread
432,cereal
432,yogurt
433,butter
433,bread
433,cheese
434,wipes
434,butter
434,milk
434,sugar
434,soda
434,bread
435,coffee
435,milk
435,sugar
435,salsa
435,yogurt
436,rice
436,pasta
436,butter
436,bread
436,apples
437,coffee
437,apples
438,rice
438,milk
438,coffee
438,yogurt
439,pasta
440,chips
440,salsa
440,pasta
441,rice
441,apples
442,parmesan
442,pasta
442,butter
442,tomato_sauce
442,chips
442,bread
442,cereal
443,rice
443,apples
443,chicken
443,cheese
444,tomato_sauce
444,milk
444,chips
444,eggs
444,yogurt
445,bananas
445,chips
445,soda
445,beer
445,apples
446,bananas
446,coffee
446,apples
447,rice
447,chicken
447,pasta
447,tomato_sauce
447,bread
448,cheese
448,wipes
448,butter
448,diapers
448,eggs
448,bread
448,beer
448,apples
449,chicken
449,parmesan
449,yogurt
450,chips
450,eggs
450,salsa
450,apples
451,tomato_sauce
451,salsa
451,parmesan
451,yogurt
452,rice
453,salsa
453,milk
454,milk
454,bananas
454,eggs
454,cereal
454,apples
455,apples
455,yogurt
456,bananas
456,bread
456,apples
457,eggs
457,milk
457,coffee
458,bananas
458,butter
458,bread
459,rice
459,cheese
459,butter
459,soda
459,bread
460,pasta
460,butter
460,tomato_sauce
460,bread
460,apples
460,yogurt
461,rice
461,butter
461,milk
461,bread
461,cereal
462,wipes
462,butter
462,diapers
463,chips
463,milk
463,apples
463,yogurt
464,pasta
464,tomato_sauce
464,rice
464,yogurt
465,coffee
465,butter
465,bananas
465,sugar
465,bread
466,eggs
467,tomato_sauce
468,chips
468,bread
468,beer
468,yogurt
469,milk
469,bread
469,cereal
469,cheese
470,butter
471,sugar
471,eggs
471,milk
471,coffee
472,butter
472,chips
472,sugar
472,coffee
473,cheese
473,butter
473,milk
473,bananas
473,salsa
473,bread
474,wipes
474,diapers
474,beer
474,yogurt
475,cheese
475,butter
475,milk
475,bananas
475,chips
475,sugar
475,soda
475,yogurt
476,cheese
476,tomato_sauce
476,butter
476,bananas
476,bread
476,parmesan
477,coffee
477,butter
477,bananas
477,chips
477,sugar
477,salsa
477,soda
477,bread
477,yogurt
478,tomato_sauce
478,sugar
478,salsa
478,parmesan
478,yogurt
479,butter
479,tomato_sauce
480,chicken
480,pasta
480,wipes
480,butter
480,tomato_sauce
480,milk
480,chips
480,cereal
480,yogurt
481,eggs
481,butter
481,bread
481,apples
482,coffee
482,tomato_sauce
482,milk
482,sugar
482,parmesan
482,yogurt
483,cereal
483,pasta
483,wipes
483,butter
483,tomato_sauce
483,eggs
483,bread
483,parmesan
483,apples
484,pasta
484,tomato_sauce
484,sugar
484,parmesan
484,yogurt
485,eggs
485,bananas
485,butter
485,bread
486,rice
486,coffee
486,pasta
486,tomato_sauce
486,butter
486,milk
486,bananas
486,bread
486,apples
487,wipes
487,rice
487,beer
487,apples
488,cereal
488,chicken
488,butter
488,bananas
488,eggs
488,bread
488,parmesan
488,apples
489,coffee
489,wipes
489,milk
489,sugar
489,parmesan
490,bananas
490,apples
490,chicken
490,cheese
491,cheese
491,pasta
491,tomato_sauce
491,parmesan
491,yogurt
492,milk
492,coffee
493,tomato_sauce
493,butter
493,eggs
493,pasta
494,coffee
494,wipes
494,butter
494,milk
494,chips
494,eggs
494,sugar
494,cereal
494,apples
495,bananas
495,eggs
495,apples
496,sugar
496,coffee
497,yogurt
498,parmesan
498,rice
498,milk
498,chicken
499,wipes
499,salsa
499,chicken
499,coffee
500,tomato_sauce
500,parmesan
500,pasta
501,cheese
501,pasta
501,butter
501,tomato_sauce
501,milk
501,salsa
501,apples
502,butter
503,sugar
503,milk
503,coffee
504,rice
504,chicken
504,wipes
504,butter
504,milk
504,diapers
504,bread
504,beer
504,apples
505,chicken
505,cereal
505,milk
506,coffee
506,butter
506,milk
506,bananas
506,bread
506,cereal
507,milk
508,bananas
508,butter
508,bread
508,soda
509,cereal
509,cheese
510,coffee
510,tomato_sauce
510,butter
510,eggs
510,bread
510,parmesan
510,yogurt
511,parmesan
511,tomato_sauce
511,butter
511,milk
511,chips
511,salsa
511,soda
511,bread
511,cereal
511,apples
512,bananas
512,butter
512,rice
512,apples
513,tomato_sauce
513,chips
513,salsa
514,rice
514,chicken
514,butter
514,eggs
514,bread
514,apples
514,yogurt
515,tomato_sauce
515,milk
515,soda
515,cereal
515,yogurt
516,chips
516,milk
516,coffee
517,rice
517,chicken
517,wipes
517,tomato_sauce
517,diapers
517,bananas
517,eggs
517,parmesan
517,yogurt
518,rice
518,chicken
518,apples
519,rice
519,butter
519,milk
519,chips
519,apples
519,yogurt
520,chicken
520,wipes
520,milk
520,sugar
520,apples
521,rice
521,pasta
521,tomato_sauce
521,milk
521,bananas
521,cereal
522,bananas
522,chips
522,eggs
522,apples
522,yogurt
523,wipes
524,tomato_sauce
524,apples
524,pasta
525,milk
525,cheese
526,butter
526,bananas
526,chips
526,soda
526,bread
526,apples
527,bananas
527,tomato_sauce
527,parmesan
527,chicken
528,tomato_sauce
528,rice
528,parmesan
529,chicken
529,coffee
529,butter
529,bananas
529,bread
530,bananas
530,sugar
530,coffee
530,soda
531,tomato_sauce
531,salsa
531,parmesan
532,chicken
532,coffee
532,butter
532,eggs
532,salsa
532,bread
533,cheese
533,milk
533,chips
533,bread
533,apples
534,bananas
534,butter
534,bread
534,beer
535,parmesan
536,rice
536,chicken
536,apples
537,rice
537,apples
538,tomato_sauce
538,parmesan
538,apples
539,coffee
539,bananas
539,chips
539,sugar
539,salsa
539,apples
