customer_id,tenure_months,monthly_charges,total_charges,contract_type,internet_service,tech_support,payment_method,num_support_calls,churn
cust10030,32,75.34,2490.56,One year,Fiber optic,Yes,Electronic check,1,1
cust10031,16,56.57,864.19,One year,DSL,No,Electronic check,2,1
cust10032,6,69.52,337.07,Month-to-month,DSL,Yes,Electronic check,2,0
cust10033,40,52.23,2088.48,Two year,DSL,No,Electronic check,1,0
cust10034,64,18.0,1194.9,Month-to-month,No,No,Electronic check,1,0
cust10035,4,53.18,247.78,One year,Fiber optic,Yes,Bank transfer,0,1
cust10036,62,83.24,5221.45,Month-to-month,Fiber optic,No,Electronic check,0,0
cust10037,60,39.57,2247.37,Month-to-month,DSL,Yes,Bank transfer,0,1
cust10038,20,60.4,1270.65,Month-to-month,DSL,No,Credit card,0,1
cust10039,46,91.77,4238.19,Month-to-month,Fiber optic,No,Credit card,2,1
cust10040,12,56.47,600.44,Month-to-month,Fiber optic,Yes,Bank transfer,2,0
cust10041,55,31.65,1776.93,One year,No,Yes,Electronic check,0,0
cust10042,51,90.51,4624.48,One year,Fiber optic,Yes,Electronic check,0,0
cust10043,25,87.23,2199.81,One year,Fiber optic,Yes,Electronic check,1,0
cust10044,4,49.84,249.32,Month-to-month,Fiber optic,Yes,Credit card,1,1
cust10045,70,18.0,1281.51,Month-to-month,No,No,Credit card,2,0
cust10046,32,59.64,1834.84,Month-to-month,Fiber optic,Yes,Mailed check,2,0
cust10047,65,81.28,5276.05,One year,Fiber optic,No,Electronic check,1,0
cust10048,49,29.96,1387.16,Two year,No,Yes,Mailed check,2,0
cust10049,56,18.0,1040.45,Month-to-month,DSL,No,Electronic check,2,1
cust10050,55,21.39,1246.35,One year,No,Yes,Credit card,1,0
cust10051,14,59.61,772.47,Month-to-month,DSL,No,Electronic check,1,0
cust10052,26,76.78,1962.71,Month-to-month,Fiber optic,No,Mailed check,2,1
cust10053,34,76.76,2565.72,Month-to-month,Fiber optic,Yes,Mailed check,3,1
cust10054,36,70.62,2519.62,Month-to-month,Fiber optic,No,Electronic check,2,1
cust10055,3,62.29,207.49,One year,Fiber optic,Yes,Mailed check,1,0
cust10056,39,74.8,2895.05,Two year,Fiber optic,No,Credit card,1,0
cust10057,11,50.63,589.56,Month-to-month,DSL,No,Electronic check,2,1
cust10058,54,57.38,3151.79,Month-to-month,DSL,No,Bank transfer,0,0
cust10059,49,58.36,2914.73,One year,DSL,Yes,Mailed check,2,0
cust10060,67,76.03,5038.1,Two year,Fiber optic,Yes,Electronic check,1,0
cust10061,54,88.14,4828.86,One year,Fiber optic,Yes,Electronic check,2,1
cust10062,26,45.5,1256.3,Month-to-month,DSL,Yes,Electronic check,1,1
cust10063,70,18.0,1337.63,One year,No,Yes,Electronic check,1,0
cust10064,29,80.72,2332.99,Month-to-month,Fiber optic,No,Mailed check,1,1
cust10065,23,76.52,1722.37,Two year,Fiber optic,No,Credit card,0,0
cust10066,66,80.96,5294.15,Month-to-month,Fiber optic,No,Bank transfer,1,0
cust10067,27,34.83,885.32,One year,DSL,Yes,Credit card,2,1
cust10068,5,96.49,483.03,Month-to-month,Fiber optic,Yes,Mailed check,2,1
cust10069,34,83.53,2882.41,Month-to-month,Fiber optic,No,Bank transfer,0,1
cust10070,58,46.54,2764.65,Two year,DSL,Yes,Bank transfer,1,0
cust10071,13,18.0,209.72,One year,No,Yes,Electronic check,3,1
cust10072,33,37.93,1249.76,Month-to-month,No,No,Electronic check,1,1
cust10073,9,61.78,550.81,Two year,Fiber optic,No,Mailed check,0,0
cust10074,50,52.14,2575.24,Two year,No,No,Credit card,0,0
cust10075,34,18.0,648.79,Month-to-month,No,Yes,Mailed check,1,0
cust10076,24,70.65,1713.74,Month-to-month,DSL,No,Electronic check,1,0
cust10077,16,72.79,1171.73,Month-to-month,Fiber optic,Yes,Credit card,0,0
cust10078,41,93.97,3870.69,One year,Fiber optic,Yes,Electronic check,3,1
cust10079,48,41.18,2007.41,Month-to-month,DSL,No,Credit card,1,0
cust10080,68,50.23,3445.91,Month-to-month,DSL,Yes,Credit card,1,1
cust10081,31,59.66,1807.54,Two year,DSL,No,Credit card,2,0
cust10082,11,82.94,957.16,Two year,Fiber optic,No,Credit card,4,1
cust10083,60,88.21,5305.37,Two year,Fiber optic,Yes,Electronic check,1,0
cust10084,45,69.15,3090.02,Two year,Fiber optic,No,Bank transfer,1,0
cust10085,51,51.02,2613.73,One year,DSL,No,Bank transfer,1,0
cust10086,7,64.98,472.08,One year,DSL,No,Bank transfer,1,1
cust10087,22,66.54,1517.97,One year,Fiber optic,No,Electronic check,0,1
cust10088,56,81.87,4532.41,Month-to-month,Fiber optic,No,Electronic check,1,1
cust10089,60,22.37,1408.45,Month-to-month,No,Yes,Electronic check,2,0
cust10090,31,27.47,852.73,Month-to-month,No,No,Mailed check,0,1
cust10091,58,26.01,1483.27,One year,No,No,Bank transfer,2,1
cust10092,61,18.0,1071.16,Month-to-month,No,Yes,Credit card,0,0
cust10093,28,21.87,562.29,Month-to-month,No,Yes,Bank transfer,2,1
cust10094,65,76.74,4901.05,One year,Fiber optic,No,Bank transfer,0,0
cust10095,21,48.77,1058.04,Month-to-month,DSL,No,Electronic check,0,0
cust10096,17,68.87,1269.83,Month-to-month,DSL,No,Mailed check,0,0
cust10097,49,87.12,4188.0,Two year,Fiber optic,No,Electronic check,4,0
cust10098,46,53.48,2412.56,Two year,DSL,No,Electronic check,2,0
cust10099,10,40.84,445.98,Month-to-month,DSL,No,Electronic check,1,0
cust10100,60,18.0,1077.72,Month-to-month,No,No,Electronic check,4,1
cust10101,14,73.69,1073.38,Month-to-month,DSL,Yes,Electronic check,0,0
cust10102,58,18.0,1038.91,One year,No,Yes,Bank transfer,3,0
cust10103,0,76.37,0.0,Two year,Fiber optic,No,Electronic check,1,0
cust10104,58,79.33,4589.85,Month-to-month,Fiber optic,No,Electronic check,3,1
cust10105,57,71.26,3942.72,One year,Fiber optic,No,Electronic check,1,0
cust10106,56,37.97,2069.15,Month-to-month,DSL,Yes,Bank transfer,0,1
cust10107,48,65.58,3195.25,Month-to-month,Fiber optic,Yes,Bank transfer,1,0
cust10108,34,43.44,1536.55,Two year,DSL,No,Electronic check,1,0
cust10109,51,18.0,988.31,Month-to-month,No,No,Electronic check,2,1
cust10110,20,65.93,1340.64,Month-to-month,DSL,Yes,Credit card,1,0
cust10111,56,49.89,2681.04,Month-to-month,DSL,No,Bank transfer,2,1
cust10112,40,68.71,2716.65,One year,Fiber optic,No,Bank transfer,2,0
cust10113,33,76.28,2583.47,Two year,Fiber optic,No,Mailed check,2,1
cust10114,36,83.02,3069.87,Two year,Fiber optic,Yes,Credit card,2,0
cust10115,41,70.86,2973.39,Month-to-month,Fiber optic,No,Credit card,2,0
cust10116,2,60.82,109.83,Month-to-month,DSL,No,Mailed check,2,1
cust10117,10,59.75,532.17,One year,Fiber optic,No,Bank transfer,3,0
cust10118,17,64.06,1086.99,Month-to-month,DSL,Yes,Electronic check,0,0
cust10119,8,49.89,399.86,Two year,DSL,No,Bank transfer,1,0
cust10120,32,49.42,1659.72,One year,DSL,No,Mailed check,1,0
cust10121,48,41.68,2012.03,Month-to-month,DSL,Yes,Electronic check,3,0
cust10122,47,35.27,1658.52,Two year,DSL,No,Credit card,1,0
cust10123,34,55.0,1873.67,Month-to-month,Fiber optic,No,Credit card,2,1
cust10124,62,40.85,2552.69,Month-to-month,DSL,No,Electronic check,0,1
cust10125,41,57.05,2370.37,One year,DSL,Yes,Credit card,2,0
cust10126,5,63.46,281.07,Month-to-month,Fiber optic,No,Electronic check,0,0
cust10127,55,31.42,1675.22,One year,DSL,Yes,Mailed check,0,0
cust10128,41,64.09,2696.22,One year,Fiber optic,No,Credit card,1,0
cust10129,46,20.38,855.43,Two year,No,No,Electronic check,2,0
cust10130,41,70.85,2986.74,Two year,Fiber optic,Yes,Mailed check,1,0
cust10131,40,23.45,842.47,Month-to-month,No,Yes,Bank transfer,0,0
cust10132,6,62.39,345.11,Month-to-month,DSL,Yes,Electronic check,1,0
cust10133,40,64.99,2648.19,One year,DSL,No,Mailed check,3,0
cust10134,58,99.07,5746.08,Two year,Fiber optic,No,Electronic check,1,1
cust10135,22,55.5,1155.18,Month-to-month,Fiber optic,No,Bank transfer,1,1
cust10136,44,18.0,813.32,Month-to-month,No,Yes,Electronic check,1,1
cust10137,2,58.38,120.11,Month-to-month,DSL,Yes,Electronic check,2,1
cust10138,25,69.55,1727.95,Month-to-month,Fiber optic,Yes,Bank transfer,1,1
cust10139,31,85.33,2614.03,One year,Fiber optic,No,Electronic check,1,0
cust10140,71,52.49,3725.06,Month-to-month,DSL,No,Mailed check,0,1
cust10141,15,68.95,1005.15,One year,DSL,No,Bank transfer,2,1
cust10142,20,37.51,871.93,Two year,No,Yes,Bank transfer,1,0
cust10143,29,62.73,1807.17,Two year,DSL,No,Electronic check,0,0
cust10144,72,20.06,1425.63,Month-to-month,No,Yes,Credit card,2,0
cust10145,62,73.83,4550.38,Month-to-month,Fiber optic,No,Bank transfer,1,1
cust10146,2,71.34,231.53,One year,Fiber optic,No,Electronic check,2,1
cust10147,17,56.93,885.86,Two year,Fiber optic,No,Bank transfer,2,0
cust10148,59,42.66,2534.91,Month-to-month,No,No,Bank transfer,0,1
cust10149,4,58.94,223.8,Two year,DSL,Yes,Bank transfer,0,0
cust10150,62,45.86,2772.15,Month-to-month,DSL,No,Bank transfer,1,0
cust10151,20,90.66,1772.25,Two year,Fiber optic,Yes,Bank transfer,2,1
cust10152,66,67.44,4466.89,Month-to-month,Fiber optic,No,Credit card,2,0
cust10153,21,27.94,543.52,Month-to-month,DSL,Yes,Bank transfer,2,0
cust10154,31,62.09,1937.77,Month-to-month,DSL,Yes,Credit card,2,0
cust10155,48,34.66,1750.14,Month-to-month,DSL,Yes,Bank transfer,3,1
cust10156,9,47.65,437.38,Month-to-month,DSL,Yes,Credit card,0,0
cust10157,40,52.47,2026.12,Month-to-month,DSL,No,Credit card,1,1
cust10158,36,29.63,1024.34,Month-to-month,No,No,Electronic check,2,1
cust10159,57,60.18,3415.99,One year,DSL,Yes,Electronic check,4,0
cust10160,72,31.97,2284.23,Month-to-month,No,No,Bank transfer,0,1
cust10161,48,31.6,1524.4,One year,No,No,Mailed check,3,1
cust10162,29,40.51,1190.41,Two year,DSL,Yes,Bank transfer,1,0
cust10163,29,78.53,2363.9,Month-to-month,Fiber optic,No,Credit card,1,1
cust10164,30,56.93,1707.71,Month-to-month,Fiber optic,No,Credit card,1,1
cust10165,59,93.75,5473.64,Two year,Fiber optic,No,Mailed check,2,0
cust10166,23,33.17,820.6,Two year,DSL,Yes,Bank transfer,3,0
cust10167,12,45.84,613.23,Month-to-month,DSL,No,Electronic check,0,0
cust10168,24,34.17,831.7,Two year,DSL,Yes,Mailed check,2,0
cust10169,1,66.24,53.92,Month-to-month,Fiber optic,Yes,Electronic check,0,1
cust10170,7,25.16,207.25,Month-to-month,No,No,Mailed check,2,1
cust10171,6,68.65,401.35,One year,Fiber optic,No,Mailed check,3,0
cust10172,56,88.73,4866.09,Month-to-month,Fiber optic,No,Bank transfer,2,1
cust10173,52,27.72,1469.61,One year,No,Yes,Bank transfer,2,0
cust10174,50,69.45,3517.11,Month-to-month,Fiber optic,Yes,Mailed check,0,0
cust10175,33,48.4,1669.25,One year,DSL,Yes,Electronic check,2,0
cust10176,52,39.64,2024.74,Month-to-month,No,Yes,Electronic check,1,1
cust10177,11,85.91,956.32,Month-to-month,Fiber optic,Yes,Credit card,3,1
cust10178,65,36.33,2373.84,Month-to-month,DSL,No,Credit card,3,0
cust10179,36,66.83,2410.15,Month-to-month,Fiber optic,No,Electronic check,0,1
cust10180,68,30.7,2093.34,One year,No,No,Electronic check,1,0
cust10181,11,54.24,598.5,Month-to-month,DSL,Yes,Mailed check,2,0
cust10182,36,62.4,2256.99,Month-to-month,Fiber optic,Yes,Bank transfer,2,0
cust10183,50,58.99,2986.53,Month-to-month,DSL,No,Mailed check,1,1
cust10184,36,39.31,1476.17,Month-to-month,DSL,Yes,Electronic check,1,0
cust10185,32,65.65,2062.98,Two year,DSL,No,Mailed check,2,0
cust10186,12,81.35,967.58,Month-to-month,Fiber optic,Yes,Electronic check,2,0
cust10187,27,18.0,464.87,Two year,No,No,Electronic check,3,0
cust10188,17,43.65,713.77,Month-to-month,DSL,No,Electronic check,1,1
cust10189,22,43.44,874.88,One year,DSL,No,Bank transfer,1,0
cust10190,49,51.92,2545.29,Month-to-month,DSL,No,Mailed check,0,0
cust10191,46,47.55,2211.27,Month-to-month,DSL,No,Electronic check,2,1
cust10192,44,61.25,2687.25,Two year,Fiber optic,Yes,Bank transfer,2,0
cust10193,26,58.27,1514.57,Two year,Fiber optic,No,Mailed check,0,1
cust10194,70,81.59,5732.22,Two year,Fiber optic,No,Credit card,0,0
cust10195,6,78.43,541.14,Month-to-month,Fiber optic,No,Credit card,0,1
cust10196,25,76.27,1885.76,Month-to-month,Fiber optic,No,Electronic check,3,1
cust10197,8,53.25,367.42,One year,DSL,Yes,Credit card,0,1
cust10198,24,42.57,1017.16,Month-to-month,DSL,No,Bank transfer,0,1
cust10199,70,27.21,1998.88,One year,No,No,Bank transfer,1,0
cust10200,26,105.46,2683.91,One year,Fiber optic,Yes,Mailed check,0,0
cust10201,66,39.09,2612.45,One year,No,Yes,Electronic check,2,0
cust10202,36,21.54,833.34,Two year,No,Yes,Electronic check,1,0
cust10203,51,68.72,3386.44,One year,Fiber optic,No,Credit card,0,0
cust10204,33,18.0,614.51,Month-to-month,No,Yes,Bank transfer,0,0
cust10205,19,87.82,1698.75,Month-to-month,Fiber optic,Yes,Mailed check,2,1
cust10206,55,59.44,3255.83,One year,DSL,Yes,Mailed check,1,0
cust10207,70,43.47,3010.58,Month-to-month,DSL,No,Electronic check,2,1
cust10208,19,32.82,594.05,Month-to-month,DSL,Yes,Electronic check,3,1
cust10209,56,36.14,2007.41,Month-to-month,DSL,Yes,Bank transfer,3,0
cust10210,19,80.33,1511.17,One year,Fiber optic,No,Mailed check,3,0
cust10211,52,73.93,3819.82,Two year,Fiber optic,Yes,Credit card,0,0
cust10212,57,83.3,4730.88,One year,Fiber optic,No,Bank transfer,0,0
cust10213,32,76.04,2492.82,Month-to-month,Fiber optic,No,Bank transfer,0,0
cust10214,53,61.6,3204.08,Month-to-month,DSL,No,Credit card,0,1
cust10215,19,79.43,1421.72,Month-to-month,Fiber optic,No,Electronic check,1,0
cust10216,5,84.95,485.09,Month-to-month,Fiber optic,Yes,Bank transfer,2,1
cust10217,7,24.92,164.84,One year,DSL,Yes,Bank transfer,0,0
cust10218,32,35.19,1106.67,One year,DSL,Yes,Electronic check,2,0
cust10219,65,45.63,2960.39,Month-to-month,DSL,Yes,Electronic check,0,0
cust10220,9,62.95,577.01,Month-to-month,DSL,Yes,Electronic check,1,0
cust10221,33,47.57,1543.61,Month-to-month,No,No,Electronic check,1,0
cust10222,51,73.03,3749.83,Two year,Fiber optic,Yes,Mailed check,0,0
cust10223,14,67.66,899.13,One year,Fiber optic,Yes,Electronic check,1,0
cust10224,52,26.54,1364.99,Month-to-month,DSL,No,Bank transfer,2,1
cust10225,22,35.36,667.19,Two year,No,No,Electronic check,1,1
cust10226,59,68.4,4094.21,Month-to-month,Fiber optic,Yes,Electronic check,2,0
cust10227,42,85.5,3582.2,Month-to-month,DSL,Yes,Electronic check,1,1
cust10228,39,66.13,2612.58,Two year,Fiber optic,Yes,Electronic check,1,0
cust10229,12,100.26,1226.95,Month-to-month,Fiber optic,Yes,Credit card,0,1
cust10230,33,83.98,2798.83,Month-to-month,Fiber optic,No,Electronic check,1,1
cust10231,62,37.66,2334.53,One year,DSL,No,Electronic check,3,0
cust10232,1,77.79,97.2,Month-to-month,Fiber optic,No,Electronic check,2,1
cust10233,55,59.26,3211.24,One year,DSL,No,Mailed check,0,0
cust10234,35,47.3,1596.94,Month-to-month,DSL,No,Bank transfer,1,1
cust10235,52,60.06,3118.06,Month-to-month,DSL,No,Credit card,3,1
cust10236,48,34.79,1635.93,Month-to-month,No,Yes,Mailed check,1,0
cust10237,31,57.16,1843.23,Month-to-month,DSL,Yes,Bank transfer,2,1
cust10238,22,74.8,1664.36,Month-to-month,Fiber optic,No,Mailed check,0,1
cust10239,45,35.9,1579.68,Month-to-month,DSL,No,Credit card,1,1
cust10240,10,24.08,227.22,Two year,No,Yes,Bank transfer,1,1
cust10241,42,77.11,3245.27,Month-to-month,Fiber optic,Yes,Electronic check,0,1
cust10242,6,18.0,104.6,Month-to-month,No,Yes,Bank transfer,0,1
cust10243,47,52.03,2459.0,Month-to-month,DSL,Yes,Credit card,1,0
cust10244,45,48.84,2201.23,Month-to-month,DSL,No,Mailed check,2,1
cust10245,6,59.44,287.11,Month-to-month,Fiber optic,No,Credit card,0,1
cust10246,55,46.0,2422.45,One year,DSL,No,Credit card,0,0
cust10247,30,21.26,619.12,Month-to-month,No,Yes,Electronic check,2,1
cust10248,57,48.16,2773.14,Two year,No,Yes,Credit card,0,0
cust10249,3,77.64,214.8,Two year,Fiber optic,No,Bank transfer,1,0
cust10250,13,37.43,548.42,Month-to-month,No,No,Mailed check,1,1
cust10251,36,73.59,2646.9,Month-to-month,Fiber optic,Yes,Mailed check,1,1
cust10252,13,27.51,425.49,Month-to-month,DSL,Yes,Credit card,1,1
cust10253,24,83.07,2051.28,One year,Fiber optic,No,Bank transfer,1,0
cust10254,48,42.1,2073.36,Month-to-month,DSL,No,Mailed check,1,0
cust10255,10,20.97,149.52,Two year,No,No,Electronic check,0,0
cust10256,49,37.36,1831.5,One year,DSL,No,Mailed check,1,0
cust10257,7,50.87,417.23,Two year,DSL,No,Credit card,0,0
cust10258,12,87.78,1066.98,Month-to-month,Fiber optic,No,Bank transfer,3,1
cust10259,42,61.19,2597.7,Two year,DSL,Yes,Electronic check,2,0
cust10260,57,69.03,3865.32,Month-to-month,DSL,No,Credit card,1,1
cust10261,12,95.74,1244.82,Month-to-month,Fiber optic,No,Credit card,2,1
cust10262,21,25.45,494.88,Month-to-month,DSL,Yes,Mailed check,1,1
cust10263,67,60.68,3965.84,Two year,Fiber optic,No,Electronic check,1,0
cust10264,72,28.3,2020.04,One year,DSL,Yes,Bank transfer,1,0
cust10265,42,57.58,2295.99,Two year,DSL,Yes,Electronic check,0,0
cust10266,32,41.68,1279.5,Month-to-month,DSL,Yes,Electronic check,1,0
cust10267,25,69.13,1856.18,Two year,Fiber optic,No,Bank transfer,0,0
cust10268,44,22.4,966.6,Month-to-month,No,No,Credit card,2,0
cust10269,43,54.59,2275.98,Month-to-month,DSL,No,Mailed check,3,1
cust10270,21,18.0,379.26,Two year,No,No,Credit card,1,0
cust10271,1,59.89,15.0,Month-to-month,Fiber optic,No,Credit card,0,0
cust10272,11,75.02,868.45,Month-to-month,Fiber optic,No,Electronic check,1,1
cust10273,69,89.38,6122.74,One year,Fiber optic,No,Electronic check,0,0
cust10274,30,74.7,2254.54,Month-to-month,Fiber optic,Yes,Bank transfer,2,1
cust10275,35,18.0,572.65,Month-to-month,No,No,Bank transfer,4,1
cust10276,34,49.22,1803.43,Month-to-month,Fiber optic,No,Mailed check,0,1
cust10277,57,86.43,4951.69,Month-to-month,Fiber optic,No,Bank transfer,2,1
cust10278,4,41.17,157.4,Two year,DSL,Yes,Bank transfer,2,1
cust10279,6,36.23,202.73,One year,DSL,No,Bank transfer,1,1
cust10280,20,54.42,1060.72,Month-to-month,Fiber optic,No,Bank transfer,0,0
cust10281,35,32.73,1107.5,Month-to-month,DSL,Yes,Electronic check,2,0
cust10282,48,38.47,1807.14,Month-to-month,DSL,No,Electronic check,0,1
cust10283,35,47.13,1733.47,One year,DSL,Yes,Electronic check,1,0
cust10284,32,35.5,1108.37,Two year,DSL,Yes,Credit card,1,0
cust10285,68,77.23,5145.17,Two year,Fiber optic,Yes,Credit card,2,0
cust10286,11,72.04,734.14,Month-to-month,Fiber optic,No,Credit card,1,0
cust10287,41,101.66,4214.45,Month-to-month,Fiber optic,No,Electronic check,3,1
cust10288,39,29.55,1139.83,Month-to-month,DSL,Yes,Bank transfer,3,1
cust10289,34,76.94,2609.26,One year,Fiber optic,No,Electronic check,0,1
cust10290,58,77.09,4529.71,Month-to-month,Fiber optic,Yes,Mailed check,2,1
cust10291,19,62.63,1151.11,One year,Fiber optic,No,Electronic check,1,1
cust10292,69,76.14,5285.28,One year,Fiber optic,No,Credit card,1,0
cust10293,24,84.24,1988.37,Month-to-month,Fiber optic,No,Electronic check,5,1
cust10294,39,76.16,2999.03,Month-to-month,Fiber optic,No,Bank transfer,3,0
cust10295,38,41.61,1561.62,Month-to-month,No,No,Credit card,0,0
cust10296,62,48.87,3017.86,Month-to-month,Fiber optic,No,Bank transfer,2,0
cust10297,32,64.89,2117.49,Month-to-month,Fiber optic,Yes,Electronic check,1,0
cust10298,20,92.7,1891.4,One year,Fiber optic,Yes,Credit card,0,0
cust10299,1,60.94,52.67,Month-to-month,DSL,Yes,Bank transfer,1,1
cust10300,26,31.49,795.16,Month-to-month,No,No,Mailed check,0,1
cust10301,60,64.8,3967.96,One year,DSL,No,Bank transfer,0,1
cust10302,0,27.0,29.47,One year,DSL,No,Credit card,2,0
cust10303,65,34.55,2226.19,Month-to-month,No,Yes,Mailed check,0,0
cust10304,39,87.77,3390.38,Two year,Fiber optic,Yes,Mailed check,1,1
cust10305,10,42.1,472.24,Two year,DSL,No,Mailed check,1,0
cust10306,22,81.55,1799.87,One year,DSL,No,Electronic check,1,1
cust10307,40,52.36,2086.22,One year,DSL,Yes,Credit card,1,0
cust10308,23,48.69,1125.62,Month-to-month,Fiber optic,Yes,Electronic check,0,1
cust10309,7,54.58,398.95,Two year,DSL,Yes,Mailed check,0,0
cust10310,48,18.0,861.17,Month-to-month,No,No,Mailed check,0,0
cust10311,49,38.98,1970.2,Two year,No,Yes,Electronic check,0,0
cust10312,8,81.58,715.61,One year,Fiber optic,Yes,Mailed check,1,0
cust10313,20,67.82,1382.99,Month-to-month,Fiber optic,No,Bank transfer,1,0
cust10314,17,68.03,1225.25,Month-to-month,DSL,Yes,Electronic check,4,1
cust10315,48,61.27,2941.38,One year,DSL,Yes,Electronic check,2,0
cust10316,53,65.06,3482.7,One year,Fiber optic,Yes,Credit card,0,0
cust10317,53,48.18,2603.76,Month-to-month,DSL,No,Credit card,1,0
cust10318,68,56.2,3872.55,One year,DSL,No,Mailed check,0,1
cust10319,56,45.63,2601.08,Two year,DSL,Yes,Electronic check,1,0
cust10320,23,45.99,1089.33,Month-to-month,DSL,Yes,Electronic check,3,1
cust10321,7,75.44,625.94,Month-to-month,Fiber optic,No,Electronic check,2,1
cust10322,44,62.21,2710.26,Month-to-month,Fiber optic,No,Mailed check,0,0
cust10323,66,18.0,1180.24,One year,No,Yes,Credit card,2,1
cust10324,71,77.87,5518.04,Month-to-month,Fiber optic,Yes,Bank transfer,2,1
cust10325,16,18.0,269.6,Two year,No,Yes,Electronic check,0,0
cust10326,17,63.08,972.92,Month-to-month,Fiber optic,No,Credit card,1,0
cust10327,2,18.0,104.74,One year,No,No,Mailed check,0,1
cust10328,10,55.22,500.9,Month-to-month,Fiber optic,No,Electronic check,2,0
cust10329,40,55.12,2213.29,Month-to-month,DSL,Yes,Mailed check,1,1
cust10330,39,22.33,799.78,One year,No,No,Electronic check,3,0
cust10331,27,46.9,1297.34,Month-to-month,DSL,No,Credit card,2,0
cust10332,22,34.21,713.35,Month-to-month,DSL,Yes,Mailed check,2,1
cust10333,60,42.13,2471.0,Two year,DSL,Yes,Bank transfer,0,0
cust10334,33,79.52,2633.88,Two year,Fiber optic,Yes,Mailed check,1,0
cust10335,59,74.37,4352.79,Two year,Fiber optic,No,Credit card,2,0
cust10336,70,84.87,5912.19,Month-to-month,Fiber optic,No,Bank transfer,0,1
cust10337,23,36.58,849.93,One year,No,No,Mailed check,1,0
cust10338,14,46.97,697.58,Two year,DSL,No,Electronic check,1,0
cust10339,69,52.77,3600.21,Month-to-month,Fiber optic,Yes,Credit card,1,1
cust10340,46,40.92,1832.76,Month-to-month,DSL,Yes,Mailed check,0,0
cust10341,21,23.83,501.6,Two year,No,Yes,Electronic check,2,0
cust10342,45,40.68,1857.56,Month-to-month,DSL,No,Credit card,1,1
cust10343,37,37.34,1454.72,One year,DSL,No,Electronic check,3,0
cust10344,66,75.84,4951.87,Two year,Fiber optic,Yes,Electronic check,0,0
cust10345,18,104.16,1858.98,One year,Fiber optic,Yes,Mailed check,3,0
cust10346,72,69.14,5036.87,Month-to-month,Fiber optic,No,Electronic check,2,1
cust10347,68,74.97,5196.61,Month-to-month,Fiber optic,No,Mailed check,2,0
cust10348,13,59.26,720.73,Month-to-month,Fiber optic,No,Electronic check,1,1
cust10349,12,89.92,1042.1,Month-to-month,Fiber optic,Yes,Electronic check,1,1
cust10350,38,60.5,2318.06,One year,DSL,No,Electronic check,0,0
cust10351,3,59.67,150.12,Two year,DSL,No,Electronic check,0,0
cust10352,21,66.32,1354.76,Month-to-month,DSL,No,Credit card,0,0
cust10353,31,44.87,1403.19,Month-to-month,DSL,No,Bank transfer,0,1
cust10354,70,71.37,5073.37,Two year,Fiber optic,No,Mailed check,1,0
cust10355,72,95.52,6811.97,Month-to-month,Fiber optic,No,Mailed check,0,0
cust10356,11,82.59,983.41,Month-to-month,Fiber optic,No,Bank transfer,0,1
