date,close
2020-07-09,422.84
2020-07-10,423.6
2020-07-13,425.66
2020-07-14,422.52
2020-07-15,422.37
2020-07-16,423.13
2020-07-17,426.16
2020-07-20,424.09
2020-07-21,426.82
2020-07-22,425.26
2020-07-23,425.16
2020-07-24,428.14
2020-07-27,418.8
2020-07-28,411.15
2020-07-29,403.01
2020-07-30,389.12
2020-07-31,385.61
2020-08-03,389.92
2020-08-04,387.9
2020-08-05,389.14
2020-08-06,392.87
2020-08-07,398.66
2020-08-10,397.5
2020-08-11,402.73
2020-08-12,402.4
2020-08-13,399.85
2020-08-14,398.01
2020-08-17,392.92
2020-08-18,389.32
2020-08-19,388.44
2020-08-20,391.39
2020-08-21,398.57
2020-08-24,388.94
2020-08-25,393.69
2020-08-26,387.62
2020-08-27,391.5
2020-08-28,390.37
2020-08-31,384.5
2020-09-01,390.92
2020-09-02,386.33
2020-09-03,384.55
2020-09-04,381.08
2020-09-07,379.05
2020-09-08,381.21
2020-09-09,380.2
2020-09-10,381.56
2020-09-11,382.79
2020-09-14,387.46
2020-09-15,385.03
2020-09-16,379.67
2020-09-17,386.42
2020-09-18,383.4
2020-09-21,389.03
2020-09-22,390.29
2020-09-23,389.71
2020-09-24,391.03
2020-09-25,398.04
2020-09-28,410.16
2020-09-29,408.71
2020-09-30,409.7
2020-10-01,413.48
2020-10-02,408.91
2020-10-05,411.74
2020-10-06,411.28
2020-10-07,412.54
2020-10-08,409.31
2020-10-09,402.86
2020-10-12,392.09
2020-10-13,385.52
2020-10-14,384.11
2020-10-15,383.39
2020-10-16,390.08
2020-10-19,395.83
2020-10-20,389.57
2020-10-21,392.83
2020-10-22,390.5
2020-10-23,389.97
2020-10-26,390.94
2020-10-27,393.05
2020-10-28,391.45
2020-10-29,395.79
2020-10-30,389.55
2020-11-02,390.97
2020-11-03,400.43
2020-11-04,400.47
2020-11-05,404.98
2020-11-06,404.84
2020-11-09,406.99
2020-11-10,406.53
2020-11-11,406.17
2020-11-12,403.78
2020-11-13,406.21
2020-11-16,402.49
2020-11-17,406.49
2020-11-18,411.26
2020-11-19,412.43
2020-11-20,411.37
2020-11-23,413.5
2020-11-24,412.01
2020-11-25,415.99
2020-11-26,406.34
2020-11-27,405.78
2020-11-30,399.53
2020-12-01,392.13
2020-12-02,402.29
2020-12-03,407.45
2020-12-04,402.82
2020-12-07,396.24
2020-12-08,380.22
2020-12-09,377.75
2020-12-10,388.08
2020-12-11,389.74
2020-12-14,387.63
2020-12-15,389.99
2020-12-16,383.42
2020-12-17,382.92
2020-12-18,383.52
2020-12-21,383.4
2020-12-22,385.95
2020-12-23,387.02
2020-12-24,389.21
2020-12-25,386.29
2020-12-28,390.94
2020-12-29,398.63
2020-12-30,391.07
2020-12-31,386.88
2021-01-01,394.36
2021-01-04,392.05
2021-01-05,398.33
2021-01-06,394.72
2021-01-07,402.27
2021-01-08,401.95
2021-01-11,403.12
2021-01-12,408.76
2021-01-13,405.82
2021-01-14,402.28
2021-01-15,401.02
2021-01-18,403.18
2021-01-19,396.65
2021-01-20,401.76
2021-01-21,398.03
2021-01-22,404.36
2021-01-25,389.5
2021-01-26,384.8
2021-01-27,377.32
2021-01-28,373.61
2021-01-29,375.59
2021-02-01,374.82
2021-02-02,374.29
2021-02-03,374.01
2021-02-04,374.74
2021-02-05,371.58
2021-02-08,375.44
2021-02-09,377.96
2021-02-10,379.17
2021-02-11,380.95
2021-02-12,381.92
2021-02-15,388.92
2021-02-16,387.27
2021-02-17,386.54
2021-02-18,384.28
2021-02-19,380.82
2021-02-22,376.18
2021-02-23,372.77
2021-02-24,373.18
2021-02-25,374.2
2021-02-26,374.37
2021-03-01,372.36
2021-03-02,376.27
2021-03-03,379.12
2021-03-04,378.01
2021-03-05,376.19
2021-03-08,378.82
2021-03-09,379.26
2021-03-10,374.83
2021-03-11,375.37
2021-03-12,376.28
2021-03-15,373.43
2021-03-16,374.88
2021-03-17,369.64
2021-03-18,377.64
2021-03-19,384.58
2021-03-22,382.06
2021-03-23,384.15
2021-03-24,374.66
2021-03-25,368.28
2021-03-26,367.94
2021-03-29,365.09
2021-03-30,368.67
2021-03-31,377.1
2021-04-01,367.85
2021-04-02,363.9
2021-04-05,365.94
2021-04-06,371.75
2021-04-07,364.19
2021-04-08,367.15
2021-04-09,374.43
2021-04-12,363.34
2021-04-13,355.68
2021-04-14,354.56
2021-04-15,353.16
2021-04-16,356.3
2021-04-19,356.99
2021-04-20,351.65
2021-04-21,355.35
2021-04-22,352.23
2021-04-23,358.23
2021-04-26,353.99
2021-04-27,351.96
2021-04-28,354.39
2021-04-29,356.93
2021-04-30,358.39
2021-05-03,352.7
2021-05-04,356.7
2021-05-05,351.42
2021-05-06,353.63
2021-05-07,348.18
2021-05-10,351.69
2021-05-11,347.77
2021-05-12,342.94
2021-05-13,347.31
2021-05-14,347.82
2021-05-17,346.2
2021-05-18,351.57
2021-05-19,348.46
2021-05-20,349.21
2021-05-21,350.06
2021-05-24,348.26
2021-05-25,350.37
2021-05-26,348.16
2021-05-27,347.13
2021-05-28,351.77
2021-05-31,346.23
2021-06-01,335.18
2021-06-02,349.55
2021-06-03,371.28
2021-06-04,362.31
2021-06-07,351.24
2021-06-08,350.98
2021-06-09,350.33
2021-06-10,349.96
2021-06-11,347.04
2021-06-14,350.12
2021-06-15,351.84
2021-06-16,346.49
2021-06-17,351.07
2021-06-18,360.3
2021-06-21,360.07
2021-06-22,359.29
2021-06-23,359.1
2021-06-24,360.95
2021-06-25,354.63
2021-06-28,356.92
2021-06-29,355.19
2021-06-30,362.13
2021-07-01,359.92
2021-07-02,366.81
2021-07-05,359.34
2021-07-06,364.42
2021-07-07,365.23
2021-07-08,362.42
2021-07-09,363.83
2021-07-12,367.99
2021-07-13,365.87
2021-07-14,360.06
2021-07-15,361.08
2021-07-16,358.18
2021-07-19,357.57
2021-07-20,357.57
2021-07-21,353.04
2021-07-22,346.34
2021-07-23,350.45
2021-07-26,347.59
2021-07-27,338.26
2021-07-28,345.38
2021-07-29,345.75
2021-07-30,343.85
2021-08-02,339.87
2021-08-03,344.41
2021-08-04,345.33
2021-08-05,352.59
2021-08-06,353.97
2021-08-09,355.27
2021-08-10,354.62
2021-08-11,357.31
2021-08-12,359.37
2021-08-13,363.81
2021-08-16,360.77
2021-08-17,359.67
2021-08-18,358.42
2021-08-19,361.34
2021-08-20,367.16
2021-08-23,363.87
2021-08-24,362.8
2021-08-25,364.13
2021-08-26,363.13
2021-08-27,366.58
2021-08-30,356.53
2021-08-31,352.53
2021-09-01,349.86
2021-09-02,341.51
2021-09-03,337.1
2021-09-06,333.98
2021-09-07,333.88
2021-09-08,336.9
2021-09-09,335.46
2021-09-10,332.58
2021-09-13,333.12
2021-09-14,336.09
2021-09-15,331.86
2021-09-16,328.66
2021-09-17,331.62
2021-09-20,330.46
2021-09-21,332.78
2021-09-22,332.41
2021-09-23,334.45
2021-09-24,330.67
2021-09-27,331.53
2021-09-28,330.89
2021-09-29,327.69
2021-09-30,322.22
2021-10-01,326.76
2021-10-04,324.57
2021-10-05,321.57
2021-10-06,321.84
2021-10-07,324.78
2021-10-08,315.83
2021-10-11,308.18
2021-10-12,304.37
2021-10-13,311.11
2021-10-14,311.48
2021-10-15,313.54
2021-10-18,309.62
2021-10-19,305.85
2021-10-20,308.43
2021-10-21,308.23
2021-10-22,309.77
2021-10-25,309.14
2021-10-26,310.11
2021-10-27,310.47
2021-10-28,312.45
2021-10-29,314.91
2021-11-01,309.04
2021-11-02,299.18
2021-11-03,307.8
2021-11-04,313.82
2021-11-05,307.7
2021-11-08,299.67
2021-11-09,301.8
2021-11-10,304.57
2021-11-11,310.62
2021-11-12,312.33
2021-11-15,311.07
2021-11-16,308.8
2021-11-17,309.33
2021-11-18,308.52
2021-11-19,306.06
2021-11-22,313.87
2021-11-23,323.35
2021-11-24,329.5
2021-11-25,323.61
2021-11-26,329.23
2021-11-29,331.69
2021-11-30,333.0
2021-12-01,336.8
2021-12-02,338.92
2021-12-03,341.34
2021-12-06,343.51
2021-12-07,344.49
2021-12-08,338.97
2021-12-09,340.45
2021-12-10,338.54
2021-12-13,334.73
2021-12-14,342.82
2021-12-15,352.48
2021-12-16,360.54
2021-12-17,360.89
2021-12-20,365.05
2021-12-21,364.5
2021-12-22,365.32
2021-12-23,361.8
2021-12-24,364.35
2021-12-27,364.38
2021-12-28,360.89
2021-12-29,361.4
2021-12-30,361.14
2021-12-31,366.58
2022-01-03,370.59
2022-01-04,370.07
2022-01-05,371.04
2022-01-06,371.08
2022-01-07,370.68
2022-01-10,367.76
2022-01-11,367.8
2022-01-12,365.8
2022-01-13,361.63
2022-01-14,364.94
2022-01-17,366.27
2022-01-18,360.15
2022-01-19,360.68
2022-01-20,363.65
2022-01-21,367.69
2022-01-24,372.0
2022-01-25,371.55
2022-01-26,369.18
2022-01-27,365.48
2022-01-28,367.87
2022-01-31,369.18
2022-02-01,373.51
2022-02-02,378.16
2022-02-03,376.74
2022-02-04,372.82
2022-02-07,372.31
2022-02-08,373.22
2022-02-09,372.51
2022-02-10,370.88
2022-02-11,372.27
2022-02-14,370.53
2022-02-15,368.73
2022-02-16,370.3
2022-02-17,368.67
2022-02-18,370.01
2022-02-21,370.97
2022-02-22,367.24
2022-02-23,365.87
2022-02-24,371.14
2022-02-25,364.35
2022-02-28,353.68
2022-03-01,342.06
2022-03-02,344.45
2022-03-03,344.2
2022-03-04,344.1
2022-03-07,347.63
2022-03-08,335.95
2022-03-09,341.22
2022-03-10,348.21
2022-03-11,340.61
2022-03-14,339.93
2022-03-15,338.01
2022-03-16,335.38
2022-03-17,334.69
2022-03-18,339.11
2022-03-21,347.08
2022-03-22,343.67
2022-03-23,352.41
2022-03-24,351.12
2022-03-25,357.3
2022-03-28,355.92
2022-03-29,356.75
2022-03-30,357.84
2022-03-31,368.13
2022-04-01,372.86
2022-04-04,368.75
2022-04-05,374.19
2022-04-06,371.4
2022-04-07,369.97
2022-04-08,373.59
2022-04-11,373.33
2022-04-12,374.36
2022-04-13,374.33
2022-04-14,375.38
2022-04-15,376.8
2022-04-18,370.05
2022-04-19,375.33
2022-04-20,369.36
2022-04-21,362.64
2022-04-22,363.69
2022-04-25,364.03
2022-04-26,362.08
2022-04-27,365.58
2022-04-28,359.2
2022-04-29,358.24
2022-05-02,356.81
2022-05-03,357.06
2022-05-04,357.91
2022-05-05,354.7
2022-05-06,358.48
2022-05-09,358.33
2022-05-10,353.22
2022-05-11,344.58
2022-05-12,346.11
2022-05-13,345.27
2022-05-16,345.35
2022-05-17,345.4
2022-05-18,346.09
2022-05-19,348.86
2022-05-20,344.21
2022-05-23,339.79
2022-05-24,335.74
2022-05-25,337.84
2022-05-26,341.95
2022-05-27,339.45
2022-05-30,330.95
2022-05-31,321.97
2022-06-01,318.31
2022-06-02,316.76
2022-06-03,315.92
2022-06-06,316.4
2022-06-07,315.62
2022-06-08,318.77
2022-06-09,315.67
2022-06-10,313.11
2022-06-13,315.5
2022-06-14,309.88
2022-06-15,312.89
2022-06-16,312.79
2022-06-17,312.61
2022-06-20,316.82
2022-06-21,313.51
2022-06-22,322.31
2022-06-23,319.32
2022-06-24,315.21
2022-06-27,316.47
2022-06-28,313.17
2022-06-29,310.95
2022-06-30,312.76
2022-07-01,314.38
2022-07-04,312.36
2022-07-05,316.12
2022-07-06,320.33
2022-07-07,325.94
2022-07-08,327.76
2022-07-11,332.23
2022-07-12,323.09
2022-07-13,322.74
2022-07-14,320.59
2022-07-15,321.55
2022-07-18,319.95
2022-07-19,319.84
2022-07-20,324.69
2022-07-21,323.09
2022-07-22,324.86
2022-07-25,324.01
2022-07-26,324.51
2022-07-27,324.53
2022-07-28,325.71
2022-07-29,329.2
2022-08-01,335.62
2022-08-02,336.28
2022-08-03,337.96
2022-08-04,333.9
2022-08-05,334.41
2022-08-08,337.19
2022-08-09,340.15
2022-08-10,340.55
2022-08-11,343.03
2022-08-12,344.59
2022-08-15,348.58
2022-08-16,349.3
2022-08-17,348.21
2022-08-18,349.54
2022-08-19,340.02
2022-08-22,344.59
2022-08-23,327.18
2022-08-24,313.17
2022-08-25,319.63
2022-08-26,321.19
2022-08-29,317.48
2022-08-30,315.37
2022-08-31,320.49
2022-09-01,317.33
2022-09-02,326.81
2022-09-05,325.3
2022-09-06,327.0
2022-09-07,332.11
2022-09-08,331.89
2022-09-09,329.46
2022-09-12,329.73
2022-09-13,329.72
2022-09-14,326.39
2022-09-15,326.03
2022-09-16,324.29
2022-09-19,327.86
2022-09-20,327.49
2022-09-21,326.9
2022-09-22,326.78
2022-09-23,327.53
2022-09-26,329.39
2022-09-27,325.85
2022-09-28,322.35
2022-09-29,327.54
2022-09-30,324.77
2022-10-03,320.25
2022-10-04,323.18
2022-10-05,324.51
2022-10-06,319.65
2022-10-07,321.75
2022-10-10,324.11
2022-10-11,325.14
2022-10-12,326.92
2022-10-13,322.06
2022-10-14,324.64
2022-10-17,323.3
2022-10-18,322.18
2022-10-19,325.07
2022-10-20,330.27
2022-10-21,338.35
2022-10-24,345.43
2022-10-25,343.64
2022-10-26,345.28
2022-10-27,347.66
2022-10-28,347.85
2022-10-31,348.42
2022-11-01,350.87
2022-11-02,350.31
2022-11-03,348.35
2022-11-04,347.41
2022-11-07,349.78
2022-11-08,349.5
2022-11-09,350.61
2022-11-10,352.62
2022-11-11,351.09
2022-11-14,354.17
2022-11-15,355.31
2022-11-16,351.25
2022-11-17,358.62
2022-11-18,354.43
2022-11-21,347.9
2022-11-22,343.41
2022-11-23,339.6
2022-11-24,340.58
2022-11-25,339.74
2022-11-28,339.13
2022-11-29,341.16
2022-11-30,342.09
2022-12-01,342.95
2022-12-02,344.21
2022-12-05,346.2
2022-12-06,338.58
2022-12-07,337.86
2022-12-08,331.77
2022-12-09,333.22
2022-12-12,333.18
2022-12-13,336.01
2022-12-14,340.2
2022-12-15,340.43
2022-12-16,339.21
2022-12-19,341.19
2022-12-20,339.13
2022-12-21,339.59
2022-12-22,342.36
2022-12-23,339.88
2022-12-26,343.57
2022-12-27,345.96
2022-12-28,342.1
2022-12-29,347.13
2022-12-30,349.85
2023-01-02,350.0
2023-01-03,348.02
2023-01-04,345.44
2023-01-05,343.94
2023-01-06,346.18
2023-01-09,342.54
2023-01-10,345.2
2023-01-11,340.09
2023-01-12,340.07
2023-01-13,340.53
2023-01-16,347.64
2023-01-17,338.49
2023-01-18,350.2
2023-01-19,349.34
2023-01-20,350.93
2023-01-23,351.29
2023-01-24,352.64
2023-01-25,351.99
2023-01-26,356.54
2023-01-27,353.72
2023-01-30,359.01
2023-01-31,354.9
2023-02-01,355.47
2023-02-02,352.27
2023-02-03,354.91
2023-02-06,360.37
2023-02-07,359.12
2023-02-08,358.8
2023-02-09,355.72
2023-02-10,355.51
2023-02-13,351.34
2023-02-14,348.08
2023-02-15,349.71
2023-02-16,354.01
2023-02-17,366.71
2023-02-20,359.65
2023-02-21,369.65
2023-02-22,369.74
2023-02-23,369.36
2023-02-24,370.91
2023-02-27,371.11
2023-02-28,371.55
2023-03-01,370.34
2023-03-02,365.94
2023-03-03,359.61
2023-03-06,364.67
2023-03-07,362.49
2023-03-08,360.76
2023-03-09,361.18
2023-03-10,363.64
2023-03-13,364.15
2023-03-14,362.23
2023-03-15,367.17
2023-03-16,374.39
2023-03-17,376.31
2023-03-20,379.89
2023-03-21,385.05
2023-03-22,390.23
2023-03-23,392.65
2023-03-24,394.87
2023-03-27,396.84
2023-03-28,392.36
2023-03-29,396.81
2023-03-30,389.31
2023-03-31,385.84
2023-04-03,392.67
2023-04-04,396.73
2023-04-05,403.42
2023-04-06,400.64
2023-04-07,396.39
2023-04-10,396.24
2023-04-11,396.74
2023-04-12,397.03
2023-04-13,400.66
2023-04-14,398.51
2023-04-17,400.59
2023-04-18,396.44
2023-04-19,399.52
2023-04-20,399.06
2023-04-21,396.9
2023-04-24,396.62
2023-04-25,396.25
2023-04-26,395.57
2023-04-27,401.72
2023-04-28,400.23
2023-05-01,399.87
2023-05-02,393.39
2023-05-03,389.41
2023-05-04,388.94
2023-05-05,387.04
2023-05-08,392.97
2023-05-09,391.12
2023-05-10,396.53
2023-05-11,395.97
2023-05-12,396.39
2023-05-15,396.31
2023-05-16,396.49
2023-05-17,401.97
2023-05-18,388.4
2023-05-19,373.33
2023-05-22,371.1
2023-05-23,371.7
2023-05-24,373.86
2023-05-25,375.37
2023-05-26,373.92
2023-05-29,378.04
2023-05-30,382.37
2023-05-31,382.6
2023-06-01,385.57
2023-06-02,386.39
2023-06-05,384.65
2023-06-06,387.73
2023-06-07,387.77
2023-06-08,387.84
2023-06-09,392.47
2023-06-12,379.63
2023-06-13,370.01
2023-06-14,363.45
2023-06-15,362.62
2023-06-16,362.15
2023-06-19,358.02
2023-06-20,354.4
2023-06-21,351.44
2023-06-22,362.06
2023-06-23,374.24
2023-06-26,368.84
2023-06-27,368.05
2023-06-28,364.68
2023-06-29,357.22
2023-06-30,358.02
2023-07-03,355.05
2023-07-04,355.38
2023-07-05,350.87
2023-07-06,348.17
2023-07-07,349.41
2023-07-10,350.61
2023-07-11,351.88
2023-07-12,347.48
2023-07-13,352.33
2023-07-14,347.74
2023-07-17,351.81
2023-07-18,351.16
2023-07-19,347.31
2023-07-20,346.68
2023-07-21,348.04
2023-07-24,350.06
2023-07-25,349.33
2023-07-26,354.19
2023-07-27,358.36
2023-07-28,356.6
2023-07-31,359.82
2023-08-01,367.6
2023-08-02,378.91
2023-08-03,367.2
2023-08-04,362.08
2023-08-07,370.86
2023-08-08,362.28
2023-08-09,355.27
2023-08-10,353.75
2023-08-11,355.63
2023-08-14,355.17
2023-08-15,353.5
2023-08-16,351.58
2023-08-17,349.48
2023-08-18,346.86
2023-08-21,356.43
2023-08-22,356.94
2023-08-23,359.59
2023-08-24,357.26
2023-08-25,357.15
2023-08-28,355.44
2023-08-29,346.75
2023-08-30,339.5
2023-08-31,330.44
2023-09-01,317.72
2023-09-04,310.65
2023-09-05,319.47
2023-09-06,317.68
2023-09-07,322.27
2023-09-08,323.47
2023-09-11,325.85
2023-09-12,322.36
2023-09-13,325.2
2023-09-14,327.51
2023-09-15,325.22
2023-09-18,327.84
2023-09-19,329.59
2023-09-20,327.56
2023-09-21,324.17
2023-09-22,320.23
2023-09-25,321.52
2023-09-26,322.42
2023-09-27,320.09
2023-09-28,320.66
2023-09-29,322.27
2023-10-02,324.18
2023-10-03,329.2
2023-10-04,334.55
2023-10-05,328.7
2023-10-06,338.68
2023-10-09,333.34
2023-10-10,339.64
2023-10-11,338.97
2023-10-12,337.97
2023-10-13,332.87
2023-10-16,333.18
2023-10-17,329.09
2023-10-18,334.17
2023-10-19,340.74
2023-10-20,335.3
2023-10-23,338.03
2023-10-24,334.92
2023-10-25,333.09
2023-10-26,336.11
2023-10-27,335.58
2023-10-30,340.83
2023-10-31,337.62
2023-11-01,342.35
2023-11-02,342.02
2023-11-03,344.46
2023-11-06,342.6
2023-11-07,342.9
2023-11-08,342.63
2023-11-09,340.46
2023-11-10,343.4
2023-11-13,345.69
2023-11-14,347.6
2023-11-15,352.81
2023-11-16,359.33
